facility_id,facility_name,program_type,facility_status,is_active_facility,zipcode,latitude,longitude,geo_missing_flag,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capacity,under5_capacity_current,total_capacity
405419,"Acurio, Helen",FDC,Registration,1,11232,40.651306,-74.008205,False,0,0,0,1,6,6,7
597339,"Medina, Deyanira",GFDC,License,1,10452,40.841817,-73.926261,False,0,0,0,4,12,12,16
741990,"Manhattan Youth Recreation and Resources, Inc.",SACC,Registration,1,10011,40.742337,-74.002348,False,0,0,0,380,0,0,380
276128,"Rodriguez, Sorangel",GFDC,License,1,11385,40.695902,-73.896414,False,0,0,0,4,12,12,16
376490,"Safo, Anded",GFDC,License,1,11225,40.659392,-73.960735,False,0,0,0,4,12,12,16
637385,"Perez, Alejandra",GFDC,License,1,10460,40.841252,-73.890454,False,0,0,0,2,12,12,14
812069,ULTIMATE ENRICHMENT,SACC,Registration,1,10466,40.88114,-73.839584,False,0,0,0,200,0,0,200
588339,Neela Daycare Inc,GFDC,License,1,10472,40.832484,-73.877072,False,0,0,0,4,12,12,16
860995,Another Daycare By The Sea,GFDC,License,1,11691,40.595291,-73.761357,False,0,0,0,4,12,12,16
879991,"Ia's Learning Tree, Inc.",GFDC,License,1,11218,40.654002,-73.980397,False,0,0,0,4,12,12,16
223774,Sunnyside Community Services Beacon Prog. @IS5,SACC,Registration,1,11373,40.737089,-73.887739,False,0,0,0,385,0,0,385
59063,"Pettway, Bobbie",FDC,Registration,1,11205,40.688204,-73.973011,False,0,0,0,0,6,6,6
443903,"Young, Sarah",FDC,Registration,1,10303,40.639584,-74.166256,False,0,0,0,2,6,6,8
878157,"Heredia, Mary",GFDC,License,1,11385,40.695109,-73.902251,False,0,0,0,4,12,12,16
610480,"Evans, Latoya",GFDC,License,1,10027,40.814523,-73.952895,False,0,0,0,4,12,12,16
805702,"Manhattan Youth Recreation & Resources, Inc.  @ West End",SACC,Registration,1,10023,40.772541,-73.988507,False,0,0,0,226,0,0,226
881721,"Villanueva, Krystal",GFDC,License,1,10461,40.846294,-73.833597,False,0,0,0,4,12,12,16
110660,"Ramirez, Adria",FDC,Registration,1,11220,40.642499,-74.017041,False,0,0,0,2,6,6,8
287056,"Cerda, Dominga",GFDC,License,1,10457,40.855825,-73.899836,False,0,0,0,0,12,12,12
828942,Kids Are Special Family Daycare,GFDC,License,1,11412,40.687719,-73.75727,False,0,0,0,4,12,12,16
856020,"Joyner, Brittney",GFDC,License,1,10303,40.628242,-74.15197,False,0,0,0,4,12,12,16
108195,LIL STARS GROUP FAMILY DAY CARE,GFDC,License,1,10453,40.85439,-73.911523,False,0,0,0,4,12,12,16
495759,"Nolasco Peralta, Alexandra",GFDC,License,1,10468,40.874146,-73.901907,False,0,0,0,4,12,12,16
506222,"Dora's Garden Playhouse, Corp.",GFDC,License,1,11235,40.584309,-73.952872,False,0,0,0,4,12,12,16
207169,"Hutchinson, Beverly",GFDC,License,1,10469,40.869062,-73.845014,False,0,0,0,4,12,12,16
507684,"Gomez Jimenez, Romelia",GFDC,License,1,10467,40.883105,-73.885047,False,0,0,0,4,12,12,16
764902,"Woodycrest Center For Human Development, Inc.",SACC,Registration,1,10452,40.834487,-73.92973,False,0,0,0,100,0,0,100
243866,Shorefront Y Stars @ P.S. 225,SACC,Registration,1,11235,40.579858,-73.956274,False,0,0,0,300,0,0,300
367225,"Grant, Juliana",GFDC,License,1,11207,40.665447,-73.892087,False,0,0,0,4,12,12,16
427284,"Isaacs, Fay",GFDC,License,1,11212,40.66274,-73.917501,False,0,0,0,4,12,12,16
826265,St. John's Kidz,GFDC,License,1,11217,40.679232,-73.979904,False,0,0,0,4,12,12,16
72800,"Bomar, Doris",GFDC,License,1,11234,40.627438,-73.926593,False,0,0,0,4,12,12,16
744760,Camba Brevoort Cornerstone,SACC,Registration,1,11233,40.679847,-73.923383,False,0,0,0,49,0,0,49
419319,"Hernandez, Yireny",GFDC,License,1,10456,40.834428,-73.899874,False,0,0,0,4,12,12,16
457953,Young Ones Day Care,GFDC,License,1,11213,40.675667,-73.933082,False,0,0,0,4,12,12,16
874089,"Garcia Castillo, Francina",GFDC,License,1,10466,40.893314,-73.856655,False,0,0,0,2,12,12,14
780687,"Rodriguez, Jeannette",FDC,Registration,1,10453,40.852594,-73.909457,False,0,0,0,0,6,6,6
751836,VIK GROUP FAMILY DAYCARE.,GFDC,License,1,10452,40.836142,-73.927902,False,0,0,0,4,12,12,16
343157,Classic Day Care Corp.,GFDC,License,1,10305,40.59273,-74.077938,False,0,0,0,4,12,12,16
847758,Ultimate Enrichment,SACC,Registration,1,10462,40.854319,-73.863657,False,0,0,0,161,0,0,161
687440,"Metamorphosis Child Care, Inc.",GFDC,License,1,10033,40.851089,-73.938415,False,0,0,0,4,12,12,16
72236,"Phillips, Paula",GFDC,License,1,11213,40.665247,-73.929145,False,0,0,0,4,12,12,16
165421,"Green, Ingrid",GFDC,License,1,10459,40.826971,-73.892694,False,0,0,0,4,12,12,16
753936,Light Ray Family Group Daycare,GFDC,License,1,10472,40.827258,-73.881593,False,0,0,0,4,12,12,16
819514,"Ortiz, Dunia",GFDC,License,1,10472,40.832295,-73.881198,False,0,0,0,4,12,12,16
742773,"New York Edge, Inc.",SACC,Registration,1,11109,40.747052,-73.955326,False,0,0,0,89,0,0,89
833419,Young Men's Christian Association of Greater New York,SACC,Registration,1,10302,40.624901,-74.142596,False,0,0,0,134,0,0,134
852478,"Metzger, Raizel",GFDC,License,1,10022,40.758917,-73.961901,False,0,0,0,4,12,12,16
257379,"Wright, Carlene",GFDC,License,1,10469,40.876449,-73.841299,False,0,0,0,4,12,12,16
825344,"Avendano, Carlos",GFDC,License,1,10451,40.815637,-73.91978,False,0,0,0,4,12,12,16
616847,"Sanchez, Juana",FDC,Registration,1,10459,40.819334,-73.894583,False,0,0,0,2,6,6,8
518821,"Wharton, Sandy",GFDC,License,1,10466,40.890346,-73.834381,False,0,0,0,2,12,12,14
758756,Young Stage Group Family Day Care,GFDC,License,1,11212,40.663668,-73.925083,False,0,0,0,4,12,12,16
670257,"Daddy's Group Three Day Care, Inc.",GFDC,License,1,11215,40.670192,-73.983486,False,0,0,0,4,12,12,16
722381,"Cassell, Aretha",FDC,Registration,1,10452,40.84105,-73.915798,False,0,0,0,2,6,6,8
799261,MABEL CRUCEY GROUP FAMILY DAYCARE LLC,GFDC,License,1,10463,40.885009,-73.899737,False,0,0,0,4,12,12,16
651979,"Wilhelm I, Rivkah",GFDC,License,1,11213,40.667406,-73.941361,False,0,0,0,4,12,12,16
873684,PELICOT CABRAL III LLC,GFDC,License,1,10458,40.87184,-73.887211,False,0,0,0,4,12,12,16
241557,"Koala Kids Academy, LLC",GFDC,License,1,11234,40.627764,-73.931542,False,0,0,0,4,12,12,16
236999,My Piccolo Mondo Inc.,GFDC,License,1,10465,40.84329,-73.821219,False,0,0,0,4,12,12,16
748363,"Guzman, Melissa",GFDC,License,1,10032,40.834875,-73.943315,False,0,0,0,4,12,12,16
267297,"Natalie's Sunflower, LLC",GFDC,License,1,11215,40.670203,-73.986322,False,0,0,0,2,12,12,14
245141,KARIS DOLPHIN GROUP FAMILY DAY CARE INC.,GFDC,License,1,10460,40.840198,-73.890527,False,0,0,0,4,12,12,16
876311,"Patton, Malinda",GFDC,License,1,11239,40.647168,-73.885058,False,0,0,0,4,12,12,16
72437,"Ali, Joycelyn",GFDC,License,1,11419,40.69362,-73.818437,False,0,0,0,4,12,12,16
634274,PAL @ IS 192,SACC,Registration,1,11412,40.705631,-73.753041,False,0,0,0,267,0,0,267
430483,BLAKE'S PLAYROOM DAYCARE INC.,GFDC,License,1,10451,40.819798,-73.923067,False,0,0,0,4,12,12,16
670573,"Rodriguez, Fanny",FDC,Registration,1,10033,40.847222,-73.932458,False,0,0,0,2,6,6,8
814720,"NIA Community Services Network, Inc. @ PS 143",SACC,Registration,1,11368,40.755791,-73.855614,False,0,0,0,209,0,0,209
294922,"Jean- Baptiste, Myrtha",GFDC,License,1,10310,40.63071,-74.122437,False,0,0,0,4,12,12,16
870633,"New York Edge, Inc.",SACC,Registration,1,11207,40.681053,-73.90671,False,0,0,0,146,0,0,146
794746,"King, Barbara",GFDC,License,1,11101,40.755396,-73.94377,False,0,0,0,4,12,12,16
322976,"Mosholu-Montefiore Comm., Reservoir Beac.,P.S.86",SACC,Registration,1,10468,40.870015,-73.898206,False,0,0,0,200,0,0,200
444459,"Wong, Lai King",GFDC,License,1,10002,40.719139,-73.98712,False,0,0,0,4,12,12,16
417994,"Adegbenro, Korede",GFDC,License,1,10303,40.636562,-74.165745,False,0,0,0,4,12,12,16
859711,Mega Kinder LLC,GFDC,License,1,11230,40.627968,-73.973911,False,0,0,0,4,12,12,16
769193,DinoKing LLC,GFDC,License,1,11215,40.661789,-73.982913,False,0,0,0,4,12,12,16
547303,Wonderland P.A. LLC Afterschool,SACC,Registration,1,11235,40.589339,-73.959801,False,0,0,0,37,0,0,37
843120,"Ramirez, Tania",GFDC,License,1,10456,40.828369,-73.903949,False,0,0,0,4,12,12,16
614853,"Munoz, Luz",GFDC,License,1,10467,40.885118,-73.862879,False,0,0,0,4,12,12,16
662807,Sanctuary Family Day Care,GFDC,License,1,11203,40.646279,-73.946331,False,0,0,0,4,12,12,16
881145,"Lawrence, Odette",GFDC,License,1,10467,40.873714,-73.863285,False,0,0,0,2,12,12,14
346729,"Lein, Devora",GFDC,License,1,11211,,,True,0,0,0,4,12,12,16
699465,Elite Conciege Childcare Services,GFDC,License,1,11203,40.653813,-73.932771,False,0,0,0,4,12,12,16
449239,Campus After School Program/ Campus ASP Inc,SACC,Registration,1,11210,40.632004,-73.948517,False,0,0,0,69,0,0,69
423304,"Escano, Ana",GFDC,License,1,10472,40.832292,-73.86211,False,0,0,0,4,12,12,16
855546,Tot's Palace Day Care,GFDC,License,1,10032,40.832226,-73.940753,False,0,0,0,4,12,12,16
841727,"Hodge, Sarah",GFDC,License,1,10032,40.835004,-73.948737,False,0,0,0,4,12,12,16
410295,"Five Star Day Care II, Inc.",GFDC,License,1,10453,40.852681,-73.903796,False,0,0,0,4,12,12,16
850429,ALAIA PLAYGROUND DAYCARE CORP,GFDC,License,1,10457,40.844298,-73.911186,False,0,0,0,4,12,12,16
395189,"Rosandry Daycare, Inc",GFDC,License,1,10453,40.854606,-73.902973,False,0,0,0,4,12,12,16
498365,ROA DAY CARE INC.,GFDC,License,1,10462,40.845794,-73.865464,False,0,0,0,4,12,12,16
139560,"Sanchez, Alandys",GFDC,License,1,10453,40.854229,-73.905908,False,0,0,0,4,12,12,16
573510,"Clemente, Karen",FDC,Registration,1,11237,,,True,0,0,0,2,6,6,8
375498,"Paula Conzalez, Betriz",FDC,Registration,1,10455,40.813127,-73.907287,False,0,0,0,2,6,6,8
881553,The Little Nest Family Daycare Group Corp.,GFDC,License,1,10452,40.834909,-73.929442,False,0,0,0,4,12,12,16
709780,"ASPIRA of New York, Inc",SACC,Registration,1,10469,40.864187,-73.836302,False,0,0,0,240,0,0,240
747141,KDTD Childcare LLC,GFDC,License,1,11212,40.657103,-73.915993,False,0,0,0,4,12,12,16
738336,"Hernandez, Ana",GFDC,License,1,10460,40.845453,-73.879655,False,0,0,0,4,12,12,16
643638,Chiquitines Day Care  I Corp.,GFDC,License,1,10458,40.856624,-73.898072,False,0,0,0,4,12,12,16
176500,"Suriel, Juana",GFDC,License,1,10452,,,True,0,0,0,4,12,12,16
303106,"Ricketts, Marvalyn",GFDC,License,1,11203,40.654914,-73.924723,False,0,0,0,4,12,12,16
71608,Hand & Hand Group Family Daycare,GFDC,License,1,11212,40.663115,-73.917674,False,0,0,0,4,12,12,16
819675,"Marte Deschamps, Yneva",GFDC,License,1,10467,40.870126,-73.86836,False,0,0,0,4,12,12,16
166191,"Antonio, Ysabel",FDC,Registration,1,11368,,,True,0,0,0,0,6,6,6
368916,"Lam, Sau",FDC,Pending Revocation,0,10002,40.711922,-73.986388,False,0,0,0,0,5,5,5
71875,"Zavala, Maribel Ofelia",GFDC,License,1,10034,40.868773,-73.919994,False,0,0,0,4,12,12,16
350383,"Mendez- Cruz, Celandia",GFDC,License,1,10304,40.619771,-74.082874,False,0,0,0,4,12,12,16
73963,"Young Men's Children Association, Inc",SACC,Registration,1,10473,40.821962,-73.877008,False,0,0,0,118,0,0,118
803528,Children's Aid Society,SACC,Registration,1,10456,40.833587,-73.904271,False,0,0,0,253,0,0,253
275686,"Cora, Rosa",GFDC,License,1,10456,40.824766,-73.907896,False,0,0,0,0,10,10,10
241556,"Martinez- Mejia, Nancy",GFDC,License,1,10029,40.794946,-73.936396,False,0,0,0,4,12,12,16
384512,"Steps To Success II, LLC",SACC,Registration,1,10306,40.560953,-74.119767,False,0,0,0,12,0,0,12
307551,"Ortiz, Jhoanna",FDC,Registration,1,10031,40.821873,-73.951755,False,0,0,0,2,6,6,8
270956,P.H.I.L.E. EARLY CHILDHOOD SERVICES INC,GFDC,License,1,11203,40.650522,-73.94293,False,0,0,0,4,12,12,16
851330,"Mateo Orozco, Ramona",GFDC,License,1,10459,40.82997,-73.895216,False,0,0,0,4,12,12,16
260200,"Valenzuela, Camelia",GFDC,License,1,10040,40.858609,-73.928446,False,0,0,0,0,10,10,10
812074,ULTIMATE ENRICHMENT,SACC,Registration,1,10462,40.843628,-73.865331,False,0,0,0,120,0,0,120
643640,Chiquitines Day Care  II  Corp,GFDC,License,1,10457,40.849791,-73.897512,False,0,0,0,4,12,12,16
846272,"De Jesus, Stanley",GFDC,License,1,10467,40.874737,-73.880275,False,0,0,0,4,12,12,16
829614,WONDERFUL KIDS GROUP FAMILY DAYCARE,GFDC,License,1,10457,40.840487,-73.910022,False,0,0,0,4,12,12,16
831531,EDUCARTE DAYCARE CORP.,GFDC,License,1,10452,40.839812,-73.913496,False,0,0,0,4,12,12,16
709623,Greater Ridgewood Youth Council Inc.,SACC,Registration,1,11367,40.721107,-73.823138,False,0,0,0,291,0,0,291
764997,"Milan, Kimberly",FDC,Registration,1,10466,40.886461,-73.841643,False,0,0,0,2,6,6,8
858074,UMKA Kids Center LLC,GFDC,License,1,11229,40.598284,-73.945122,False,0,0,0,4,12,12,16
804074,"Jimenez, Raul",GFDC,License,1,10458,40.852285,-73.886023,False,0,0,0,0,12,12,12
878849,"MR'S LORETTA'S DAY CARE, LLC",GFDC,License,1,11212,40.670065,-73.914951,False,0,0,0,4,12,12,16
386260,"Hector, Jacqueline",GFDC,License,1,10473,40.823696,-73.864325,False,0,0,0,4,12,12,16
787503,John W. Lavelle Preparatory Charter School,SACC,Registration,1,10311,40.60744,-74.17091,False,0,0,0,123,0,0,123
742493,The Coalition for Hispanic Family Services @ JHS 008,SACC,Registration,1,11433,40.697083,-73.78693,False,0,0,0,151,0,0,151
673044,Big Apple Child Care Inc.,GFDC,License,1,11217,40.678097,-73.978021,False,0,0,0,4,12,12,16
338932,"Rodriguez De Ortiz, Santa",GFDC,License,1,10458,40.868495,-73.884823,False,0,0,0,2,12,12,14
628632,"Martir, Marina",GFDC,License,1,10453,40.857229,-73.905508,False,0,0,0,4,12,12,16
795226,MY SWEET DAY CARE,GFDC,License,1,10468,40.868897,-73.902139,False,0,0,0,4,12,12,16
843261,Madison Square Boys and Girls Club,SACC,Registration,1,10039,40.829412,-73.938619,False,0,0,0,243,0,0,243
844386,"Mena Rosario, Wilma",GFDC,License,1,10458,40.865376,-73.891289,False,0,0,0,4,12,12,16
777354,"Royes, Monique",GFDC,License,1,11208,40.672309,-73.876663,False,0,0,0,0,12,12,12
308830,"Adger, Deborah",GFDC,License,1,11238,40.686134,-73.967178,False,0,0,0,4,12,12,16
613771,"Pinkys DayCare, Inc.",GFDC,License,1,11212,40.664345,-73.913095,False,0,0,0,4,12,12,16
790230,"Pereyra Ramirez, Jonnathan",GFDC,License,1,10458,40.863206,-73.89273,False,0,0,0,2,12,12,14
447277,"Bahar, Refael",GFDC,License,1,11367,40.731972,-73.824038,False,0,0,0,2,12,12,14
592649,"Haynie, Iasia",GFDC,License,1,11233,40.671951,-73.91452,False,0,0,0,4,12,12,16
874616,Basin Prep II LLC,SACC,Registration,1,11224,40.576009,-73.971242,False,0,0,0,35,0,0,35
285182,"Powell, Hyacinth",GFDC,License,1,11203,40.65216,-73.940873,False,0,0,0,4,12,12,16
407399,"Cabrera, Ysabel",GFDC,License,1,10034,40.867853,-73.918653,False,0,0,0,4,12,12,16
826913,"Kids Are People Too Gladys, LLC",GFDC,License,1,11226,40.640436,-73.953679,False,0,0,0,4,12,12,16
124240,SMYK DAY CARE,GFDC,License,1,11222,40.720827,-73.946684,False,0,0,0,2,12,12,14
862371,Two Little Hands Daycare,GFDC,License,1,10457,40.842792,-73.906539,False,0,0,0,4,12,12,16
551837,"Norton, Carlotta",GFDC,License,1,11218,40.648406,-73.973878,False,0,0,0,4,12,12,16
872615,Little Lotus Day Care Corp.,GFDC,License,1,10030,40.820709,-73.941263,False,0,0,0,2,12,12,14
862553,"Espinal, Maria",GFDC,License,1,11412,40.693841,-73.765135,False,0,0,0,4,12,12,16
747959,Mother's Loving Hands GFDC,GFDC,License,1,11233,40.680769,-73.934772,False,0,0,0,4,12,12,16
111360,MORNINGSTAR CENTER INC.,GFDC,License,1,10302,40.630038,-74.130345,False,0,0,0,4,12,12,16
327535,L&G Scholars Day Care,GFDC,License,1,11208,40.660438,-73.877809,False,0,0,0,4,12,12,16
756671,"Jimenez, Christopher",GFDC,License,1,10458,40.868232,-73.892298,False,0,0,0,4,12,12,16
845764,Lollipop's World Day Care Inc.,GFDC,License,1,11214,40.605219,-73.987379,False,0,0,0,4,12,12,16
866818,Little Stars Childcare Program ll Corp,SACC,Registration,1,10458,40.876793,-73.884529,False,0,0,0,60,0,0,60
847531,RAISING LITTLE BEARS DAYCARE INC.,GFDC,License,1,10453,40.854083,-73.914708,False,0,0,0,4,12,12,16
765767,"Caraballo, Mildred",GFDC,License,1,10473,40.811394,-73.857268,False,0,0,0,0,12,12,12
268101,"Tavarez-Gonzalez, Carmen",GFDC,License,1,11208,40.675204,-73.878373,False,0,0,0,2,12,12,14
213142,"Noboa, Lucitania",GFDC,License,1,11419,40.691057,-73.835231,False,0,0,0,4,12,12,16
476938,"Shewbarran, Ahilya",GFDC,License,1,10472,40.829029,-73.866822,False,0,0,0,4,12,12,16
828529,"Rodriguez- Devillanueva, Yiny",GFDC,License,1,10460,40.83654,-73.890021,False,0,0,0,4,12,12,16
776443,MARIA'S STEP BY STEP DAYCARE LLC,FDC,Registration,1,11206,40.698706,-73.950814,False,0,0,0,2,6,6,8
747529,Torres Day Care,GFDC,License,1,11206,40.703963,-73.944231,False,0,0,0,4,12,12,16
632915,TODDLERS  R US INC.,GFDC,License,1,10310,40.627648,-74.122053,False,0,0,0,4,12,12,16
836802,HAPPY HANDS DAY CARE LLC,GFDC,License,1,10463,40.871415,-73.905291,False,0,0,0,4,12,12,16
361994,"Okorie, Jane",GFDC,License,1,10472,40.827108,-73.875231,False,0,0,0,2,12,12,14
593760,Making A Difference Daycare Inc.,GFDC,License,1,11236,40.652988,-73.910669,False,0,0,0,4,12,12,16
837009,Lil' Polliwog's Daycare LLC,GFDC,License,1,11215,40.66403,-73.988221,False,0,0,0,4,12,12,16
663927,Blancas   Dreamland  GFDC Inc.,GFDC,License,1,11221,40.694853,-73.916406,False,0,0,0,4,12,12,16
185585,"Vargas, Caroll",FDC,Registration,1,10458,40.865429,-73.889611,False,0,0,0,2,6,6,8
680312,"Little Tots, Inc.",GFDC,License,1,10034,40.867192,-73.917842,False,0,0,0,4,12,12,16
790991,Gabriel C. Academy,GFDC,License,1,10462,40.840359,-73.854788,False,0,0,0,4,12,12,16
520675,Rising Stars Academic Center,GFDC,License,1,11235,40.592649,-73.933862,False,0,0,0,4,12,12,16
650276,"Little V.I.P.'S Daycare, Inc.",GFDC,License,1,11213,40.671181,-73.937822,False,0,0,0,4,12,12,16
813152,"Mejia, Noehly",GFDC,License,1,10033,40.85159,-73.930432,False,0,0,0,4,12,12,16
709748,HAUP 21st Century Horizons Youth Program,SACC,Registration,1,11212,40.665515,-73.925767,False,0,0,0,105,0,0,105
357224,"Rahim, Mary",GFDC,License,1,11419,40.690408,-73.819283,False,0,0,0,4,12,12,16
50638,"Gonzalez, Awilda",FDC,Registration,1,10452,40.842609,-73.914971,False,0,0,0,0,6,6,6
851520,"Lombard, Lorry",GFDC,License,1,11236,40.643621,-73.887973,False,0,0,0,4,12,12,16
276089,Cortelyou Early Childhood Center Site 3,SACC,Registration,1,11210,40.636006,-73.953247,False,0,0,0,88,0,0,88
874166,"Ramirez, Zaritza",FDC,Registration,1,10474,40.820099,-73.888452,False,0,0,0,2,6,6,8
424388,Community Youth Care Afterschool Program @ PS 176,SACC,Registration,1,11411,40.684975,-73.730071,False,0,0,0,160,0,0,160
769549,"Fermin, Michelle",GFDC,License,1,10467,40.872887,-73.876575,False,0,0,0,4,12,12,16
832543,"Polanco, Lourdes",FDC,Registration,1,11232,40.644646,-73.996669,False,0,0,0,2,6,6,8
336811,Daycare For A prince and A Princess LLC,GFDC,License,1,10466,40.887374,-73.85342,False,0,0,0,0,12,12,12
871609,"Ramos, Daniela",GFDC,License,1,10468,40.869264,-73.905134,False,0,0,0,4,12,12,16
536822,Chichi's Day Care,GFDC,License,1,11418,40.696663,-73.847033,False,0,0,0,0,12,12,12
785477,"Figueroa Marin, Segundo",GFDC,License,1,11106,40.762813,-73.921538,False,0,0,0,4,12,12,16
691326,"Police Athletic League, Inc.",SACC,Registration,1,10472,40.832732,-73.866995,False,0,0,0,137,0,0,137
802692,"Flores, Maria",FDC,Registration,1,10033,40.847342,-73.933536,False,0,0,0,2,6,6,8
773173,"Liu, Rudong",GFDC,License,1,10002,40.711309,-73.995813,False,0,0,0,4,12,12,16
872907,My Little Carousel Family Daycare Inc.,GFDC,License,1,10040,40.861366,-73.928939,False,0,0,0,4,12,12,16
74155,"New York Edge, Inc.",SACC,Registration,1,11377,40.74091,-73.918687,False,0,0,0,220,0,0,220
665001,"Francisco De Jesus, Zeneida",GFDC,License,1,10468,,,True,0,0,0,4,12,12,16
72830,Madison Square Boys & Girls Club,SACC,Registration,1,10458,40.858497,-73.887815,False,0,0,0,180,0,0,180
515167,"De Jesus Jimenez Luciano, Zonia",GFDC,License,1,10463,40.882537,-73.90374,False,0,0,0,0,12,12,12
831810,Play and Learn Day Care,GFDC,License,1,10467,40.860054,-73.865426,False,0,0,0,4,12,12,16
674129,Tiny Tots Care,GFDC,License,1,11218,40.639329,-73.982333,False,0,0,0,4,12,12,16
742768,Phipps Community Development Corporation,SACC,Registration,1,10457,40.840654,-73.904257,False,0,0,0,120,0,0,120
820953,"Bennett, Bria",GFDC,License,1,11422,40.650525,-73.736641,False,0,0,0,4,12,12,16
778128,"Aronova, Marina",GFDC,License,1,11374,,,True,0,0,0,4,12,12,16
231157,"Hwang- Tsui, Wen- Yu",GFDC,License,1,11355,40.757664,-73.808901,False,0,0,0,4,12,12,16
364459,"Estrella, Claribel",FDC,Registration,1,10454,40.807085,-73.915662,False,0,0,0,0,6,6,6
775815,Divine Care Group Family Daycare Corp.,GFDC,License,1,10034,40.868211,-73.91824,False,0,0,0,4,12,12,16
795809,Early Learning Family Group Daycare,GFDC,License,1,10458,40.866556,-73.889953,False,0,0,0,4,12,12,16
510751,"Tait, Valerie",GFDC,License,1,11422,40.668026,-73.735568,False,0,0,0,4,12,12,16
345418,Lilian Estrella Alston LLC,GFDC,License,1,10455,40.816503,-73.899966,False,0,0,0,4,12,12,16
317934,Angel's Wing Day Care INC.,GFDC,License,1,11691,40.594583,-73.775461,False,0,0,0,4,12,12,16
339140,Woodside on the Move OST Program @ PS 152,SACC,Registration,1,11377,40.753248,-73.900297,False,0,0,0,190,0,0,190
850869,"Lorenzo, Julio",GFDC,License,1,10459,40.825006,-73.895955,False,0,0,0,4,12,12,16
479325,"Alleluia Day Care, LLC",GFDC,License,1,11691,40.599191,-73.75667,False,0,0,0,4,12,12,16
839714,"Forbes-Morris, Coleceia",GFDC,License,1,10466,40.89623,-73.839427,False,0,0,0,4,12,12,16
878617,"Campos, Leydy",GFDC,License,1,10453,40.850192,-73.919853,False,0,0,0,4,12,12,16
310819,Camba Beacon @ I.S.271,SACC,Registration,1,11233,40.677915,-73.915729,False,0,0,0,99,0,0,99
870112,Learning through an Expanded Arts Program,SACC,Registration,1,11216,40.685936,-73.945302,False,0,0,0,80,0,0,80
281427,Creative Minds Group Family Day Care Inc.,GFDC,License,1,11207,40.690016,-73.908319,False,0,0,0,4,12,12,16
472266,"Rivera, Rosita",GFDC,License,1,10454,40.812156,-73.9212,False,0,0,0,0,10,10,10
709805,"New York Edge, Inc.",SACC,Registration,1,11233,40.675123,-73.915349,False,0,0,0,200,0,0,200
666332,Blueberry Children Corporation,SACC,Registration,1,11364,40.736166,-73.75333,False,0,0,0,250,0,0,250
397140,"Wangmo, Khensee",GFDC,License,1,11105,40.771293,-73.904155,False,0,0,0,4,12,12,16
759545,Gods Little Children Family Group Daycare Inc.,GFDC,License,1,11212,40.657662,-73.905882,False,0,0,0,4,12,12,16
836776,"Guzman De Gomez, Carla",GFDC,License,1,10033,40.845108,-73.938234,False,0,0,0,4,12,12,16
73372,YMCA Prospect Pk Virtual Y @ PS 212,SACC,Registration,1,11214,40.587651,-73.985682,False,0,0,0,80,0,0,80
733958,"Mejia, Sonia",GFDC,License,1,11385,,,True,0,0,0,4,12,12,16
832660,"Learn & Discover, Inc",GFDC,License,1,10314,,,True,0,0,0,4,12,12,16
656437,"Ottenwalder, Maria",GFDC,License,1,10455,40.812977,-73.914174,False,0,0,0,4,12,12,16
863353,"Valerio Perez, Ruth",GFDC,License,1,10452,40.832698,-73.92809,False,0,0,0,0,10,10,10
817895,"Initial Steps Child Development, Inc.",SACC,Registration,1,11210,40.634161,-73.947459,False,0,0,0,10,0,0,10
824147,"Rowley, Wendy",GFDC,License,1,11236,40.640974,-73.907109,False,0,0,0,4,12,12,16
52845,Smiling Faces Regina's Child Care,FDC,Registration,1,10039,40.830942,-73.936236,False,0,0,0,2,6,6,8
493888,BABY LOVE LITTLE CARE BEARS DAY CARE,GFDC,License,1,11433,40.702483,-73.787004,False,0,0,0,4,12,12,16
709853,FIAO OST @ Brooklyn Studio/PS 128,SACC,Registration,1,11214,40.604927,-73.994549,False,0,0,0,119,0,0,119
696228,"Uceta, Nery",GFDC,License,1,10469,40.866998,-73.856921,False,0,0,0,4,12,12,16
541029,"Martinez, Irkania",GFDC,License,1,10453,40.853976,-73.915266,False,0,0,0,4,12,12,16
218490,"Davidov, Larisa",GFDC,License,1,11367,,,True,0,0,0,2,12,12,14
729748,SMART STARS CHILDCARE LLC,GFDC,License,1,10033,40.846164,-73.935827,False,0,0,0,4,12,12,16
401446,"Obioha, Theresa",GFDC,License,1,10469,40.870339,-73.844702,False,0,0,0,4,12,12,16
824348,La Nina De Tus Ojos Corporation,GFDC,License,1,11237,40.701486,-73.920975,False,0,0,0,4,12,12,16
878984,M & N Sports Inc,SACC,Registration,1,11364,40.749611,-73.764787,False,0,0,0,139,0,0,139
752789,St. Nicks Alliance@Sumner Community Center,SACC,Registration,1,11206,40.698253,-73.940509,False,0,0,0,68,0,0,68
239691,"KIDS KOZY COMFORT ZONE,LLC",GFDC,License,1,11420,40.676353,-73.810453,False,0,0,0,4,12,12,16
789079,MY SWEET LITTLE HOME DAYCARE CORP,GFDC,License,1,10454,40.805261,-73.914521,False,0,0,0,0,12,12,12
877332,"A Plus Learning Program, LLC",SACC,Registration,1,11213,40.669745,-73.939229,False,0,0,0,16,0,0,16
70208,"Velez, Carmen",FDC,Registration,1,10304,40.618706,-74.082574,False,0,0,0,2,6,6,8
