facility_id,facility_name,program_type,facility_status,is_active_facility,zipcode,latitude,longitude,geo_missing_flag,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capacity,under5_capacity_current,total_capacity
812484,Ms. Taylor's House LLC,SACC,Registration,1,11236,40.633877,-73.902454,False,0,0,0,41,0,0,41
73939,"Stanley M Isaacs Neighborhood Center, Inc. @ PS 198",SACC,Registration,1,10128,40.78485,-73.9498,False,0,0,0,90,0,0,90
218622,"Fernandez De Suriel, Celia",GFDC,License,1,10468,40.862006,-73.902972,False,0,0,0,4,12,12,16
349114,"Torres, Carmen",GFDC,License,1,10458,40.863233,-73.893005,False,0,0,0,4,12,12,16
471424,"Twersky, Feiga",GFDC,License,1,11219,40.633162,-73.988736,False,0,0,0,4,12,12,16
773921,"Perez, Juan",GFDC,License,1,10453,40.856929,-73.902502,False,0,0,0,4,12,12,16
758083,"Inoa, Fior",GFDC,License,1,10453,40.847013,-73.909058,False,0,0,0,0,12,12,12
182153,"Vincent, Daphne",FDC,Registration,1,11203,40.659429,-73.934333,False,0,0,0,0,6,6,6
384253,"Ahmed, Helena",FDC,Registration,1,10009,40.727543,-73.9773,False,0,0,0,0,6,6,6
732474,SHAHEEN GROUP DAY CARE INC.,GFDC,License,1,10453,40.854927,-73.901994,False,0,0,0,4,12,12,16
818044,"Stanley Isaacs Neighborhood Center, Inc. @ MS 224",SACC,Registration,1,10029,40.785348,-73.94215,False,0,0,0,145,0,0,145
806980,CAMBA Inc. @ NYCHA Sheepshead Bay,SACC,Registration,1,11229,40.594425,-73.940436,False,0,0,0,60,0,0,60
561137,"Peralta, Ruben",GFDC,License,1,10452,40.83238,-73.921183,False,0,0,0,2,12,12,14
279886,"Small Steps Upwards, Inc.",GFDC,License,1,10467,40.880152,-73.865975,False,0,0,0,2,12,12,14
735800,Peas In A Pod NY Inc.,GFDC,License,1,11228,40.617123,-74.024664,False,0,0,0,4,12,12,16
235963,"Perez, Concepcion",GFDC,License,1,11421,40.69082,-73.863429,False,0,0,0,4,12,12,16
681612,Little Seedlings Child Care,GFDC,License,1,10033,40.854192,-73.938328,False,0,0,0,4,12,12,16
71348,Straight A Group Family Day Care Corp.,GFDC,License,1,10462,40.840571,-73.858153,False,0,0,0,2,12,12,14
323223,Precious Kiddies Day Care,GFDC,License,1,11426,40.729356,-73.725956,False,0,0,0,4,12,12,16
827834,J.W. Group Family Daycare Inc.,GFDC,License,1,10040,40.86171,-73.927138,False,0,0,0,4,12,12,16
178181,"Aquart, Lillieth",GFDC,License,1,11427,40.7243,-73.752547,False,0,0,0,4,12,12,16
52698,"Mangal, Shamila",FDC,Registration,1,10453,40.848671,-73.911101,False,0,0,0,2,5,5,7
872427,"Reyes Lanfranco, Starbel",GFDC,License,1,11212,40.656024,-73.903694,False,0,0,0,4,12,12,16
867683,"Hit the Books, Inc.",SACC,Registration,1,10027,40.812082,-73.951124,False,0,0,0,78,0,0,78
672317,"Vargas- Huerta, Tiffany",GFDC,License,1,11368,40.739454,-73.850741,False,0,0,0,4,12,12,16
327106,Coalition for Hispanics Family Services@I.S. 291,SACC,Registration,1,11221,40.695491,-73.915173,False,0,0,0,301,0,0,301
755001,"Garcia, Cecilia",FDC,Registration,1,10040,40.860936,-73.928719,False,0,0,0,2,6,6,8
800842,"Nunez Nunez, Dora",GFDC,License,1,10466,40.893759,-73.857858,False,0,0,0,2,12,12,14
655318,Kaylene's Abundant Love Day Care,GFDC,License,1,11434,40.677259,-73.791184,False,0,0,0,2,12,12,14
808450,Banana Kelly Community Improv Assoc Inc.,SACC,Registration,1,10459,40.817751,-73.895847,False,0,0,0,16,0,0,16
651234,"Lopez, Cristina",GFDC,License,1,10455,40.812101,-73.901705,False,0,0,0,4,12,12,16
698309,Sol Family Day Care Corp.,GFDC,License,1,10468,40.863536,-73.90691,False,0,0,0,4,12,12,16
806802,Little Leaders Live & Learn While Laughing,GFDC,License,1,11419,40.683177,-73.823512,False,0,0,0,4,12,12,16
682476,YOUNG ATHLETES INC.,SACC,Registration,1,10455,40.814956,-73.91229,False,0,0,0,217,0,0,217
489030,911 Daycare Inc,GFDC,License,1,11203,40.644245,-73.935011,False,0,0,0,4,12,12,16
606700,Prime Smart,GFDC,License,1,11434,40.680464,-73.781407,False,0,0,0,2,12,12,14
121475,LATCH AFTERSCHOOL PROGRAM AT P.S. 89Q,SACC,Registration,1,11373,40.746048,-73.879795,False,0,0,0,720,0,0,720
759470,"Bright Beginnings In Brooklyn, Inc.",GFDC,License,1,11235,40.587263,-73.935382,False,0,0,0,4,12,12,16
632874,"Riverdale Neighborhood House, Inc",SACC,Registration,1,10463,40.879094,-73.911022,False,0,0,0,160,0,0,160
321229,Miss Jackies Family Daycare Corporation,FDC,Registration,1,10026,40.805789,-73.95688,False,0,0,0,2,6,6,8
879191,BPA OF NY,SACC,Registration,1,11354,40.769788,-73.831751,False,0,0,0,236,0,0,236
400311,"Rodriguez, Jacinta",GFDC,License,1,10451,40.821932,-73.915647,False,0,0,0,2,12,12,14
333329,"AKVAREL DAY CARE, CORP.",GFDC,License,1,11229,40.603119,-73.945127,False,0,0,0,4,12,12,16
122355,"Manhattan Youth Recreation and Resources, Inc.",SACC,Registration,1,10282,40.716998,-74.01405,False,0,0,0,269,0,0,269
781971,Angel Faces Group Family Daycare LLC,GFDC,License,1,10451,40.822807,-73.92437,False,0,0,0,4,12,12,16
483724,"Porter, Karen",GFDC,License,1,10473,,,True,0,0,0,2,12,12,14
873556,Rising Stars Daycare 3 LLC,GFDC,License,1,10461,40.843456,-73.847819,False,0,0,0,4,12,12,16
838021,"Feliz Michel, Raymundo",GFDC,License,1,10457,40.849118,-73.886323,False,0,0,0,2,12,12,14
864059,Multicultural Youth Arts Program Inc.,SACC,Registration,1,11364,40.736166,-73.75333,False,0,0,0,120,0,0,120
344398,"Madera, Ana",GFDC,License,1,10040,40.860386,-73.926937,False,0,0,0,4,12,12,16
709743,Women's Housing and Economic Development,SACC,Registration,1,10452,40.838333,-73.928126,False,0,0,0,266,0,0,266
260411,"Ashley, Richele",GFDC,License,1,11429,40.706844,-73.732252,False,0,0,0,4,12,12,16
879351,DAYCARE OF MODERN ART II INC.,GFDC,License,1,10467,40.863827,-73.868544,False,0,0,0,4,12,12,16
138925,"Torres, Ferdinand",GFDC,License,1,11416,40.683463,-73.851585,False,0,0,0,4,12,12,16
881479,New Settlement Apartments,SACC,Registration,1,10452,40.842601,-73.916238,False,0,0,0,340,0,0,340
855186,After School All-Stars,SACC,Registration,1,10027,40.811012,-73.956823,False,0,0,0,240,0,0,240
748552,DREAM,SACC,Registration,1,10029,40.789687,-73.944647,False,0,0,0,290,0,0,290
590537,Mundo Infantil,GFDC,License,1,11368,,,True,0,0,0,2,12,12,14
629021,"Villatoro-Cruz, Nerci",GFDC,License,1,10455,40.816651,-73.904432,False,0,0,0,0,8,8,8
520779,"Gaspar, Oliva",GFDC,License,1,11205,40.695723,-73.973911,False,0,0,0,2,12,12,14
740727,"Mercado, Analisa",GFDC,License,1,10471,40.901499,-73.899553,False,0,0,0,4,12,12,16
537140,"Rodriguez, Antonia",GFDC,License,1,10454,40.808621,-73.910362,False,0,0,0,4,12,12,16
645334,"Prendergast, Nia",GFDC,License,1,11218,40.640353,-73.967865,False,0,0,0,4,12,12,16
64373,"Guzman Ferreira, Carmela",FDC,Registration,1,10019,40.764859,-73.993758,False,0,0,0,0,6,6,6
399447,"Guerrero, Ameify",GFDC,License,1,10468,40.860984,-73.907984,False,0,0,0,4,12,12,16
879624,"Holmes, Kerrice",GFDC,License,1,10454,40.805916,-73.927028,False,0,0,0,0,12,12,12
752820,"Canizalez, Neftaly",GFDC,License,1,10455,40.814409,-73.909533,False,0,0,0,4,12,12,16
709862,NIA After- School Program @ PS 121,SACC,Registration,1,11204,40.622902,-73.978874,False,0,0,0,131,0,0,131
181311,MS SUNSHINE,SACC,Registration,1,11235,40.577055,-73.961515,False,0,0,0,8,0,0,8
339148,MilIennium Development @ PS 236,SACC,Registration,1,11234,40.61591,-73.912726,False,0,0,0,172,0,0,172
227305,"New York Edge, Inc.",SACC,Registration,1,11423,40.712764,-73.780172,False,0,0,0,139,0,0,139
618040,"ARIANNA DAY CARE, INC",GFDC,License,1,11220,40.645096,-74.019079,False,0,0,0,4,12,12,16
557077,Diamond 12 Day Care,GFDC,License,1,10468,40.85948,-73.904241,False,0,0,0,4,12,12,16
145480,"Bethel, Mary",GFDC,License,1,11234,40.61923,-73.919476,False,0,0,0,4,12,12,16
684677,"Children of Promise, Inc.",SACC,Registration,1,11216,40.680813,-73.944253,False,0,0,0,168,0,0,168
832358,"Vargas, Ruth",GFDC,License,1,10039,40.824078,-73.937617,False,0,0,0,4,12,12,16
637571,"Community Association of Progressive Dominicans, Inc. (ACDP) @  I.S 210",SACC,Registration,1,10031,40.82989,-73.944573,False,0,0,0,297,0,0,297
493475,"Daley, Michelle",GFDC,License,1,10466,40.889913,-73.860335,False,0,0,0,4,12,12,16
301020,Ariel Pal's Group Family Day Care,GFDC,License,1,11435,40.688956,-73.799791,False,0,0,0,4,12,12,16
778026,"Ince, Allison",GFDC,License,1,11234,40.631901,-73.92071,False,0,0,0,4,12,12,16
533166,"Ramirez, Roxanna",FDC,Registration,1,10472,40.827796,-73.881145,False,0,0,0,2,6,6,8
876518,Sakura Daycare Inc,GFDC,License,1,11232,40.662679,-73.993817,False,0,0,0,4,12,12,16
302211,"Mendoza, Manuela",GFDC,License,1,10455,40.813127,-73.907287,False,0,0,0,2,12,12,14
703009,Little Star Daycare II Inc,GFDC,License,1,10469,40.878872,-73.845522,False,0,0,0,0,12,12,12
879623,"Carvajal, Claudia",GFDC,License,1,11369,40.757728,-73.873134,False,0,0,0,4,12,12,16
396969,Little Children's Greenhouse Day Care,GFDC,License,1,11216,40.67724,-73.945322,False,0,0,0,4,12,12,16
851965,"St Hill, Doris",GFDC,License,1,11691,40.601083,-73.750884,False,0,0,0,4,12,12,16
822812,"Home Sweet Home Brooklyn Daycare, Inc.",GFDC,License,1,11232,40.656511,-74.003822,False,0,0,0,4,12,12,16
614093,"Francisco, Eligia",GFDC,License,1,10459,40.818219,-73.8998,False,0,0,0,4,12,12,16
73420,CHUNG PAK/CHRYSTIE ST SA DCC,SACC,Registration,1,10002,40.718631,-73.993771,False,0,0,0,114,0,0,114
799642,Alegria Group Family Day Care LLC,GFDC,License,1,11208,40.681191,-73.866035,False,0,0,0,4,12,12,16
652483,My Little Angel Daycare 12 Corp,GFDC,License,1,10460,40.838538,-73.866675,False,0,0,0,4,12,12,16
464147,"Donastorg- Vittini, Marilyn",GFDC,License,1,10458,40.857424,-73.899559,False,0,0,0,4,12,12,16
882519,NEXT LEVEL KIDS DC LLC,GFDC,License,1,11434,40.67646,-73.764039,False,0,0,0,4,12,12,16
715764,"Cuello, Lianette",GFDC,License,1,10458,40.862761,-73.891014,False,0,0,0,0,12,12,12
674352,Imagine Early Learning Centers LLC,SACC,Registration,1,10468,40.874886,-73.892828,False,0,0,0,20,0,0,20
564709,Maribel Minaya Group Corporation,GFDC,License,1,10457,40.84363,-73.905323,False,0,0,0,4,12,12,16
278060,"Garcia, Vilma",GFDC,License,1,10468,40.871763,-73.898976,False,0,0,0,4,12,12,16
821149,"Uceta Liriano, Gleisy",GFDC,License,1,10468,40.86124,-73.90889,False,0,0,0,0,12,12,12
549217,Ms. Andrea's Happy Feet Child Care Inc.,GFDC,License,1,11233,40.680074,-73.931138,False,0,0,0,4,12,12,16
150726,"Andrea's Daycare I & II, Inc.",GFDC,License,1,11237,40.697914,-73.913492,False,0,0,0,4,12,12,16
483253,Rite Choice Early Learning Childcare,GFDC,License,1,10466,40.882487,-73.847638,False,0,0,0,4,12,12,16
401095,Clara Muhammad School of Masjid Khalifah,SACC,Registration,1,11216,40.683922,-73.954182,False,0,0,0,47,0,0,47
684753,"QUEENS CHILD GUIDANCE CENTER, INC.",SACC,Registration,1,11418,40.693579,-73.844466,False,0,0,0,260,0,0,260
656349,"Blanco, Icelsa",GFDC,License,1,10457,40.849614,-73.905327,False,0,0,0,2,12,12,14
869891,HAPPY FACES BRONX 1 INC.,GFDC,License,1,10459,40.818353,-73.900026,False,0,0,0,4,12,12,16
786807,"Abril, Giselle",GFDC,License,1,10459,40.827661,-73.896007,False,0,0,0,4,12,12,16
820845,Munchkin Montessori Kids,GFDC,License,1,11235,40.57955,-73.954201,False,0,0,0,4,12,12,16
878536,"Cypress Hills Local Development Corporation,  Inc.",SACC,Registration,1,11208,40.68129,-73.884184,False,0,0,0,200,0,0,200
522223,Jewish Community Center of Staten Island,SACC,Registration,1,10304,40.623481,-74.081681,False,0,0,0,100,0,0,100
314540,"Charles, Marilyn",GFDC,License,1,11226,40.648672,-73.96176,False,0,0,0,0,8,8,8
734633,"Banyan, Shakera",FDC,Registration,1,10035,40.807297,-73.93609,False,0,0,0,2,6,6,8
263139,"Bloade, Antoinette",FDC,Registration,1,10039,40.823543,-73.937998,False,0,0,0,2,5,5,7
