candidate_id,zipcode,latitude,longitude,geo_missing_flag,size,new_total_capacity,new_under5_capacity_max,fixed_build_cost,blocked_by_existing,build_selected,new_under5_assigned,under5_equipment_cost_newbuild,total_newbuild_related_cost
16996,10460,40.83634434660457,-73.87824586167096,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17019,10461,40.85284356549256,-73.83213480433842,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17065,10461,40.84420305233159,-73.84197044471856,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17074,10461,40.847217693918,-73.84479697304806,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17076,10461,40.84904544021702,-73.84170361274269,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17083,10461,40.839419160892845,-73.83437850008758,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17087,10461,40.84587087864349,-73.84854087754911,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17099,10461,40.85185777977527,-73.8336755571434,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17126,10462,40.84603935375897,-73.85481169753422,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17129,10462,40.83783323566566,-73.86778883061474,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17147,10462,40.83913964231642,-73.8651058037001,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17150,10462,40.84658649147494,-73.85945614508591,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17155,10462,40.84285562303494,-73.86417550673634,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17157,10462,40.83684583005815,-73.8507863365603,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17174,10462,40.843781498950456,-73.85853693908248,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17175,10462,40.847955118310466,-73.86294315250743,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17176,10462,40.84485832619499,-73.85217441871087,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17180,10462,40.83541752320308,-73.85308384693997,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17199,10462,40.83558936203298,-73.8587584667026,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17200,10462,40.843388939918185,-73.85103825439202,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17201,10463,40.88561838802664,-73.91104997110004,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17208,10463,40.872584223496744,-73.90962466218357,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17228,10463,40.87260127727934,-73.90076866017536,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17249,10463,40.87480147367497,-73.89916985474649,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17261,10463,40.87113833112507,-73.90889418990781,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17278,10463,40.88129781083154,-73.91602661873749,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17300,10463,40.884468398846174,-73.90534354560653,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17360,10464,40.850348078260005,-73.78741023282124,False,small,100,50,65000,0,1,38.0,3800.0,68800.0
17403,10465,40.82396509024088,-73.80983456097452,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17448,10465,40.82483194435159,-73.81726349353825,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17476,10465,40.826489554997615,-73.8171371968323,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17482,10465,40.81876517797001,-73.81139767654443,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17490,10465,40.822637994615654,-73.813276219618,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17493,10465,40.82265434304275,-73.82687628329721,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17500,10465,40.81783459511648,-73.82663468375888,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17520,10466,40.891242375575494,-73.85629440314617,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17546,10466,40.89744966396832,-73.85629047740969,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17555,10466,40.88680880527137,-73.84326903540935,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17560,10466,40.88186553356934,-73.84409127447566,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17583,10466,40.883420815281184,-73.8407961210543,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17585,10466,40.8855969013964,-73.84220682551052,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17598,10466,40.8871765466176,-73.8405223746776,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17615,10467,40.866024935893,-73.8710457045487,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17631,10467,40.88310846299866,-73.87436687142295,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17648,10467,40.86664886100345,-73.87559945000555,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17665,10467,40.86540839881915,-73.87005563334337,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17684,10467,40.87788876560512,-73.87661276243311,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17685,10467,40.88197551487598,-73.86779869104302,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17694,10467,40.86454590762777,-73.87734044625503,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17699,10467,40.88226565160455,-73.86319553175883,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17713,10468,40.85767057886478,-73.90295501619049,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17718,10468,40.86421120929253,-73.89070462649154,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17728,10468,40.87467048348184,-73.89037506289091,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17746,10468,40.86603390645899,-73.89033764406727,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17756,10468,40.85907467905477,-73.89668290317985,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17766,10468,40.87216349015598,-73.89504576744208,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17771,10468,40.856749879302185,-73.89182547565248,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17781,10468,40.875711125418206,-73.90797283440564,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17799,10468,40.87572229361787,-73.90087287310119,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17802,10469,40.87229445431638,-73.84061985594353,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17805,10469,40.86193027776865,-73.84646560935441,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17808,10469,40.87562828641822,-73.85301239864039,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17812,10469,40.86801269638748,-73.84094345642374,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17814,10469,40.87564606805321,-73.84215118809543,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17823,10469,40.864816095110214,-73.84678371291427,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17835,10469,40.86201631520753,-73.84319536888455,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17837,10469,40.86442743475071,-73.84547154919558,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17899,10469,40.87189142643579,-73.84893733643241,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17938,10470,40.896557207241145,-73.85545949050923,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17957,10470,40.898062726226215,-73.85241421779877,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
17964,10470,40.90099155642552,-73.86465140268469,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18027,10471,40.899273244231395,-73.90229981902917,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18031,10471,40.89661109045628,-73.89882286213063,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18078,10471,40.90504525434192,-73.91094614524059,False,large,400,200,115000,0,1,169.0,16900.0,131900.0
18115,10472,40.821681979639486,-73.86448628697212,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18116,10472,40.82007427042648,-73.87224739066743,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18126,10472,40.827813764257215,-73.86658844757542,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18136,10472,40.83911613376223,-73.86296438423004,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18144,10472,40.81962229397973,-73.87479254726811,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18159,10472,40.836831875617456,-73.86871627509221,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18161,10472,40.82300407000287,-73.87998489272333,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18173,10472,40.821555540255495,-73.87494093351502,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18180,10472,40.8349490526613,-73.86511186333956,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18188,10472,40.822162151673126,-73.87651842099073,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18202,10473,40.82685292030058,-73.85989662642102,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18208,10473,40.828138148301306,-73.85396558259083,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18238,10473,40.81985971200593,-73.86941399262555,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18241,10473,40.82803413673855,-73.86022259791005,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18276,10473,40.82450891165553,-73.86663313630129,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18299,10473,40.8109517765672,-73.86816415266428,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18300,10473,40.813292633326775,-73.85316896337373,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18343,10474,40.816211006977134,-73.87702374511925,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18391,10474,40.81752117242095,-73.89213892695999,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18404,10475,40.86620075333943,-73.82970961771701,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18419,10475,40.8687491052556,-73.83434356150856,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18420,10475,40.87184573615462,-73.82075010893752,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18424,10475,40.87775750339125,-73.82961981619093,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18432,10475,40.87428115170104,-73.82101000105934,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18440,10475,40.86391198987477,-73.82752649461608,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18443,10475,40.86737938460011,-73.83090954900045,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18448,10475,40.864231354051206,-73.82624751457732,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18475,10475,40.86472141151633,-73.83222142301327,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18536,11004,40.75636650608367,-73.70986214311459,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18556,11004,40.749291221073506,-73.70401224018718,False,large,400,200,115000,0,1,196.0,19600.0,134600.0
18565,11004,40.74303365099331,-73.70595059655892,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18701,11101,40.74872291400829,-73.93831563042153,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18702,11101,40.74786814422024,-73.9275595388842,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18704,11101,40.753320399977426,-73.9326684082916,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18740,11101,40.75031310227898,-73.92803537810867,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18770,11101,40.742609958905405,-73.930453868404,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18795,11101,40.74564006685906,-73.92632867600527,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18814,11102,40.76989657892087,-73.93012906863689,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18818,11102,40.76341322966713,-73.93252220295304,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18879,11102,40.76356133170842,-73.9266203028084,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18930,11103,40.76011687043776,-73.9137601184228,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18934,11103,40.76998098753642,-73.90775050012172,False,small,100,50,65000,0,1,50.0,5000.0,70000.0
18960,11103,40.75408815215255,-73.9066103979642,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18971,11103,40.7688907575787,-73.92014046585007,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
18980,11103,40.766466186700754,-73.92350691773058,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19041,11104,40.74513626633387,-73.91422453529167,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19060,11104,40.73795602846169,-73.91452263196817,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19067,11104,40.73501247584634,-73.92152053457215,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19089,11104,40.73440736339959,-73.92782794008737,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19091,11104,40.74448316773309,-73.91239066080203,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19103,11105,40.77990063511057,-73.90266110241517,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19107,11105,40.7723061824412,-73.90167003054734,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19113,11105,40.76807675963241,-73.91188722201188,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19125,11105,40.78038224949346,-73.90458377966587,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19145,11105,40.78154065331928,-73.90666373003641,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19184,11105,40.78112279934495,-73.90823564409607,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19207,11106,40.766143689679765,-73.92452231603025,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19214,11106,40.76871459376001,-73.93755042716309,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19234,11106,40.7617997799386,-73.92542526726395,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19254,11106,40.7639802069893,-73.92608465685942,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19298,11106,40.752458190909984,-73.92787967696256,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19322,11109,40.741211887261,-73.94825903919174,False,large,400,200,115000,0,1,186.0,18600.0,133600.0
19345,11109,40.754372800591824,-73.96089927241657,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19366,11109,40.73834622082555,-73.9557030572704,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19503,11201,40.68853830188704,-73.99025716493207,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19505,11201,40.68869978979715,-73.98348834471132,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19538,11201,40.69696436422216,-73.98809531887493,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19539,11201,40.69019928915175,-73.98363167513365,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19542,11201,40.69282808540584,-73.98979175768687,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19552,11201,40.69617229041991,-73.98094083713728,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19557,11201,40.68411330502303,-73.9817158776863,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19568,11201,40.69967627296417,-73.99784503654327,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19572,11201,40.69501517948789,-73.99957896818073,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19575,11201,40.69194615032215,-73.9928809990662,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19576,11201,40.698654110662474,-73.99250490177019,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19583,11201,40.68947303562624,-73.99698385158155,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19585,11201,40.69035861878271,-73.99106586858639,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19590,11201,40.6986906776402,-73.98793587862552,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19592,11201,40.68745741209999,-73.98437977167949,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19705,11203,40.65722878680358,-73.92710855724583,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19706,11203,40.644125377753994,-73.92926298157721,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19710,11203,40.65616376144089,-73.93231648620593,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19742,11203,40.64844601304976,-73.92889219946584,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19752,11203,40.6418964044484,-73.93705085562743,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19782,11203,40.65681861562563,-73.94408674798851,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19783,11203,40.6471900859806,-73.93556935747176,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19784,11203,40.64521915970375,-73.93397097141785,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19793,11203,40.66002921696859,-73.93611161971866,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19801,11204,40.615232052858275,-73.99500513427456,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19803,11204,40.61036265173961,-73.99110186682547,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19804,11204,40.61347680518816,-73.9849353488343,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19808,11204,40.6209933169632,-73.99332403544572,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19810,11204,40.623825488695,-73.99070862360631,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19813,11204,40.61471316334744,-73.9756355475566,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19821,11204,40.61615852553294,-73.99526610933006,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19824,11204,40.62228936205416,-73.98079579956038,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19826,11204,40.610639581394,-73.98070899110033,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19831,11204,40.614779760790015,-73.98111182941915,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19845,11204,40.617157791707946,-73.98842504976746,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19849,11204,40.61020300908762,-73.98593579512627,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19854,11204,40.61724300006859,-73.98294219987186,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19856,11204,40.62699477505829,-73.97657230356683,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19857,11204,40.61487195649564,-73.98322808181429,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19871,11204,40.608840968700626,-73.97780819816232,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19877,11204,40.62087386252388,-73.98841054222024,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19886,11204,40.61126814011137,-73.98419070183522,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19892,11204,40.61471057248537,-73.97891847011776,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19896,11204,40.61793978927183,-73.98006120299429,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19903,11205,40.7015070410976,-73.96738250483244,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19909,11205,40.68640396867728,-73.96436664053316,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19916,11205,40.683596041577765,-73.95916280456927,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19923,11205,40.699972223241176,-73.96924282062542,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19930,11205,40.684616146605535,-73.9762442139465,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19937,11205,40.69343464561704,-73.97621824761659,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19952,11205,40.700613987489206,-73.96682061664431,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19953,11205,40.687743492623405,-73.97407918896657,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19963,11205,40.686601175322544,-73.96277538928234,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19965,11205,40.68608573130314,-73.97029057198915,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19971,11205,40.684846281035256,-73.97120171692562,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19973,11205,40.69445712569555,-73.96691607269734,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19984,11205,40.69633126237794,-73.96820630062251,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19992,11205,40.70027511636808,-73.97541252851853,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
19999,11205,40.69259732548607,-73.9567289653862,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20004,11206,40.705848658324754,-73.93625623379292,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20006,11206,40.700393087265624,-73.94083762364298,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20009,11206,40.702131536365094,-73.93531595641997,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20017,11206,40.70162479864481,-73.94149107655687,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20021,11206,40.70672989153195,-73.94656215856594,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20023,11206,40.70000878217994,-73.9367244306822,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20037,11206,40.69178347150565,-73.94464959648168,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20038,11206,40.69332521879252,-73.95174371822657,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20040,11206,40.70390378097103,-73.9364905954162,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20041,11206,40.70120025436456,-73.94012907733614,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20046,11206,40.70349599777013,-73.93520280751352,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20053,11206,40.69145807698535,-73.93639851985675,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20056,11206,40.693143301420875,-73.93783399743228,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20062,11206,40.698382082466416,-73.93646249530077,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20066,11206,40.71006220396356,-73.93614200587373,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20069,11206,40.70048260310172,-73.93488274281864,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20070,11206,40.69843427850076,-73.93871069537643,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20083,11206,40.69718705400383,-73.93625452330721,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20084,11206,40.70637209902986,-73.93821741857326,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20096,11206,40.69358352370627,-73.939001642927,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20098,11206,40.6985710777664,-73.94243890241944,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20108,11207,40.67681732919979,-73.89779730021567,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20113,11207,40.67159152169046,-73.89109269030743,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20119,11207,40.67356333746346,-73.88804143010516,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20132,11207,40.66464324557779,-73.90132349414361,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20152,11207,40.67318336053211,-73.89909866008989,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20153,11207,40.680249954793226,-73.8926883259728,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20157,11207,40.67257974928972,-73.89563767078282,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20176,11207,40.67815052593745,-73.89685455821554,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20184,11207,40.67147522275044,-73.90237030026577,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20191,11207,40.675885656914886,-73.90274863167807,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20197,11207,40.67646730761272,-73.90185287036186,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20200,11207,40.66519295956195,-73.90366381242515,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20206,11208,40.67554636583689,-73.87504686568367,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20210,11208,40.67385727932804,-73.86626392473839,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20212,11208,40.66856802080284,-73.86950800818227,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20216,11208,40.67605107426235,-73.86986693034228,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20220,11208,40.669524582923984,-73.86896107273219,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20226,11208,40.67172510509904,-73.87142070433246,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20232,11208,40.66643959251964,-73.88158059435197,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20236,11208,40.671244227842934,-73.86527441450033,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20249,11208,40.67813514754024,-73.87324312680406,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20254,11208,40.67719530936764,-73.87771781446236,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20265,11208,40.68027389966131,-73.86479737843767,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20270,11208,40.683392898938386,-73.87386653656347,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20271,11208,40.677738193197406,-73.86633623918709,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20277,11208,40.672300391834234,-73.88003242842632,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20279,11208,40.67588302130881,-73.87325436192653,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20285,11208,40.67758677933739,-73.8800494741077,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20292,11208,40.683402512746795,-73.8718956402927,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20295,11208,40.67180093756821,-73.86428628389116,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20298,11208,40.68331154704581,-73.86970985725793,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20301,11209,40.61558122441944,-74.02864963279372,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20311,11209,40.61922666237867,-74.02949820995839,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20312,11209,40.62759265104926,-74.02645180746593,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20320,11209,40.62421583992516,-74.02737592853802,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20336,11209,40.62956476889738,-74.03144568966643,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20349,11209,40.62613528406422,-74.03938971339525,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20361,11209,40.631378698388566,-74.03614300175133,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20368,11209,40.624504953779294,-74.03592106635665,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20372,11209,40.6212757914838,-74.03507036559068,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20378,11209,40.61777880097421,-74.03104434577602,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20379,11209,40.61876203593043,-74.03398156733667,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20380,11209,40.632730775933425,-74.023825696091,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20394,11209,40.62900734173749,-74.02738914187792,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20402,11210,40.63633649003452,-73.94379278654642,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20403,11210,40.61907907588997,-73.95493299973208,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20429,11210,40.634630339765344,-73.93767765875312,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20442,11210,40.62377302564624,-73.95668089828618,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
20457,11210,40.636246749648734,-73.94964954104815,False,large,400,200,115000,0,1,200.0,20000.0,135000.0
