facility_id_1,facility_id_2,zipcode,distance_miles
217511,801831,10452,0.051474396114363975
217511,673051,10452,0.0
217511,660793,10452,0.04656235643636796
217511,364787,10452,0.03944056150900058
217511,368452,10452,0.04656235643636796
217511,799638,10452,0.045841612644432254
217511,821523,10452,0.04088929302887773
217511,789126,10452,0.04656235643636796
217511,894194,10452,0.044410891571876124
217511,889546,10452,0.0
53824,702597,10453,0.05427055583424202
415254,829614,10457,0.025692449619366627
684001,760748,11201,0.0
327889,470323,10468,0.03385069185943838
327889,638130,10468,0.059511919400503044
327889,756200,10468,0.03385069185943838
327889,641670,10468,0.026815983829737596
327889,641674,10468,0.026815983829737596
327889,895041,10468,0.03468712681539141
517397,709696,11413,0.05344821565929541
339134,913001,11385,0.0
699180,849142,10034,0.01303617043787568
699180,709917,10034,0.039196929556419347
699180,838863,10034,0.00480626392360387
699180,791548,10034,0.009278027581584625
699180,905035,10034,0.009317944049190651
874921,902805,10467,0.054564264793134955
760623,791874,11218,0.0
736237,915723,11207,0.03253913272645735
616192,848902,10456,0.032932405432339495
602078,623501,10456,0.0
602078,799959,10456,0.035726827402412294
602078,900902,10456,0.05487133832835882
804630,808445,10023,0.052325016315429684
804630,805702,10023,0.038005080434128556
55338,681312,10457,0.02684385138663985
55338,610747,10457,0.03806195813710049
55338,781679,10457,0.02684385138663985
55338,905347,10457,0.027755924210615453
55338,909359,10457,0.044288047774328876
55338,887569,10457,0.044288047774328876
818828,902404,10459,0.026208074695099618
163033,286168,11208,0.05411302937624505
163033,645085,11208,0.051923640844886126
163033,906504,11208,0.019526166731299654
877736,882928,10471,0.045958740871674
880366,907739,10033,0.0
72491,843105,10040,0.05061896567571315
880704,890595,10467,0.05272182372006542
881073,890449,10453,0.027869837713069234
369879,909160,11691,0.03549558256221401
204110,816773,11201,0.0
689986,845352,11215,0.03499550463528511
689986,893317,11215,0.033910196896982416
71947,846279,10456,0.04305665975878734
71947,853066,10456,0.049684702025926085
71947,786132,10456,0.0
71947,899790,10456,0.049684702025926085
71947,917861,10456,0.059255905312789674
71947,920340,10456,0.035288741255716835
71947,906357,10456,0.00534043224701476
