facility_id,facility_name,zipcode,program_type,n_f,b_f,U_f,U_f_int,cslot_f,alpha_big_f,x_added,x_total_added,u_under5_added,delta_triggered,selected_cost_regime,expansion_cost,under5_equipment_cost_expansion,total_facility_related_cost
709759,"United Activities Unlimited, Inc. @ IS 24",10308,SACC,144.0,0.0,172.79999999999998,172,250,338.8888888888889,63.0,63.0,63.0,0,low_cost_rule,15750.0,6300.0,22050.0
877212,City Kids,11211,SACC,64.0,0.0,76.8,76,300,512.5,63.0,63.0,63.0,0,low_cost_rule,18900.0,6300.0,25200.0
891172,TRAIL BLAZER CAMPS,11226,SACC,64.0,0.0,76.8,76,300,512.5,63.0,63.0,63.0,0,low_cost_rule,18900.0,6300.0,25200.0
890887,"The Crayon Box, Inc.",11358,SACC,64.0,0.0,76.8,76,300,512.5,63.0,63.0,63.0,0,low_cost_rule,18900.0,6300.0,25200.0
823472,LITTLE STARS CHILDCARE PROGRAM CORP.,10467,SACC,218.0,0.0,261.59999999999997,261,250,291.74311926605503,62.0,62.0,62.0,0,low_cost_rule,15500.0,6200.0,21700.0
118175,Beansprouts,11215,SACC,62.0,0.0,74.39999999999999,74,300,522.5806451612904,61.0,61.0,61.0,0,low_cost_rule,18300.0,6100.0,24400.0
863711,"Imogen Roche Foundation, Inc.",10011,SACC,672.0,0.0,500.0,500,250,229.76190476190476,60.0,60.0,60.0,0,low_cost_rule,15000.0,6000.0,21000.0
709687,"New York Edge, Inc",11413,SACC,144.0,0.0,172.79999999999998,172,250,338.8888888888889,60.0,60.0,60.0,0,low_cost_rule,15000.0,6000.0,21000.0
866818,Little Stars Childcare Program ll Corp,10458,SACC,60.0,0.0,72.0,72,300,533.3333333333334,59.0,59.0,59.0,0,low_cost_rule,17700.0,5900.0,23600.0
768937,Coalition for Hispanic Family Services,11211,SACC,60.0,0.0,72.0,72,300,533.3333333333334,59.0,59.0,59.0,0,low_cost_rule,17700.0,5900.0,23600.0
795972,"CAMBA, Inc. @ NYCHA Albany Houses",11213,SACC,60.0,0.0,72.0,72,300,533.3333333333334,59.0,59.0,59.0,0,low_cost_rule,17700.0,5900.0,23600.0
73092,Friends of Crown Heights DCC #2,11216,SACC,60.0,0.0,72.0,72,300,533.3333333333334,59.0,59.0,59.0,0,low_cost_rule,17700.0,5900.0,23600.0
460719,Brooklyn Tabernacle Deliverance Center,11216,SACC,60.0,0.0,72.0,72,300,533.3333333333334,59.0,59.0,59.0,0,low_cost_rule,17700.0,5900.0,23600.0
806980,CAMBA Inc. @ NYCHA Sheepshead Bay,11229,SACC,60.0,0.0,72.0,72,300,533.3333333333334,59.0,59.0,59.0,0,low_cost_rule,17700.0,5900.0,23600.0
790906,"Steps to Success V, LLC",11235,SACC,60.0,0.0,72.0,72,300,533.3333333333334,59.0,59.0,59.0,0,low_cost_rule,17700.0,5900.0,23600.0
742504,"The Greater Ridgewood Youth Council, Inc.",11421,SACC,60.0,0.0,72.0,72,300,533.3333333333334,59.0,59.0,59.0,0,low_cost_rule,17700.0,5900.0,23600.0
796833,"The Child Center of NY, Inc",11691,SACC,60.0,0.0,72.0,72,300,533.3333333333334,59.0,59.0,59.0,0,low_cost_rule,17700.0,5900.0,23600.0
689571,Coalition of Hispanic Families@ Hope Gardens Community Center,11221,SACC,59.0,0.0,70.8,70,300,538.9830508474577,58.0,58.0,58.0,0,low_cost_rule,17400.0,5800.0,23200.0
908901,The Young Womens Christian Association of NYC,10030,SACC,58.0,0.0,69.6,69,300,544.8275862068965,57.0,57.0,57.0,0,low_cost_rule,17100.0,5700.0,22800.0
892550,"Vision Ed, Inc",11213,SACC,58.0,0.0,69.6,69,300,544.8275862068965,57.0,57.0,57.0,0,low_cost_rule,17100.0,5700.0,22800.0
244578,Flatbush Development   @ IS 62,11218,SACC,58.0,0.0,69.6,69,300,544.8275862068965,57.0,57.0,57.0,0,low_cost_rule,17100.0,5700.0,22800.0
786945,Xposure Foundation Inc.,11213,SACC,57.0,0.0,68.39999999999999,68,300,550.8771929824561,56.0,56.0,56.0,0,low_cost_rule,16800.0,5600.0,22400.0
820021,"New York Edge, Inc.",11356,SACC,57.0,0.0,68.39999999999999,68,300,550.8771929824561,56.0,56.0,56.0,0,low_cost_rule,16800.0,5600.0,22400.0
73096,Greenpoint YMCA  A.S.P.,11222,SACC,56.0,0.0,67.2,67,300,557.1428571428571,55.0,55.0,55.0,0,low_cost_rule,16500.0,5500.0,22000.0
830547,RISING STAR ABC GROUP INC,11356,SACC,56.0,0.0,67.2,67,300,557.1428571428571,55.0,55.0,55.0,0,low_cost_rule,16500.0,5500.0,22000.0
885126,NYA PREP INC.,11357,SACC,56.0,0.0,67.2,67,300,557.1428571428571,55.0,55.0,55.0,0,low_cost_rule,16500.0,5500.0,22000.0
833094,"Kids Orbit, Inc. @ PS 139",11226,SACC,55.0,0.0,66.0,66,300,563.6363636363636,54.0,54.0,54.0,0,low_cost_rule,16200.0,5400.0,21600.0
899277,"New York Center for Interpersonal Development, Inc.",10314,SACC,54.0,0.0,64.8,64,300,570.3703703703703,53.0,53.0,53.0,0,low_cost_rule,15900.0,5300.0,21200.0
780704,Henry Street Settlement Inc. @Jacob Riis Cornerstone Community Center,10009,SACC,85.0,0.0,102.0,102,250,435.2941176470589,52.0,52.0,52.0,0,low_cost_rule,13000.0,5200.0,18200.0
870295,TODOS MIS HIJOS INC.,11368,SACC,52.0,0.0,62.4,62,300,584.6153846153846,51.0,51.0,51.0,0,low_cost_rule,15300.0,5100.0,20400.0
806720,"Friends of Crown Heights Edu Center, Inc.",11213,SACC,51.0,0.0,61.2,61,300,592.156862745098,50.0,50.0,50.0,0,low_cost_rule,15000.0,5000.0,20000.0
892601,New Century Steps Inc,11214,SACC,51.0,0.0,61.2,61,300,592.156862745098,50.0,50.0,50.0,0,low_cost_rule,15000.0,5000.0,20000.0
847573,Young Excellence Society Inc.,10030,SACC,50.0,0.0,60.0,60,300,600.0,49.0,49.0,49.0,0,low_cost_rule,14700.0,4900.0,19600.0
911337,"Right at School, LLC",11218,SACC,50.0,0.0,60.0,60,300,600.0,49.0,49.0,49.0,0,low_cost_rule,14700.0,4900.0,19600.0
184793,St. Jude Community Center School Age Program,11225,SACC,50.0,0.0,60.0,60,300,600.0,49.0,49.0,49.0,0,low_cost_rule,14700.0,4900.0,19600.0
909973,Brooklyn United Music and Arts Development Center,11233,SACC,50.0,0.0,60.0,60,300,600.0,49.0,49.0,49.0,0,low_cost_rule,14700.0,4900.0,19600.0
854559,LITTLE LIGHT OF MINE INC. @ PS 206,11374,SACC,50.0,0.0,60.0,60,300,600.0,49.0,49.0,49.0,0,low_cost_rule,14700.0,4900.0,19600.0
919105,"Pinkhasov, Lyudmila",11435,SACC,50.0,0.0,60.0,60,300,600.0,49.0,49.0,49.0,0,low_cost_rule,14700.0,4900.0,19600.0
855186,After School All-Stars,10027,SACC,240.0,0.0,288.0,288,250,283.3333333333333,48.0,48.0,48.0,0,low_cost_rule,12000.0,4800.0,16800.0
838880,Crown Heights Service Center Inc.,11213,SACC,49.0,0.0,58.8,58,300,608.1632653061224,48.0,48.0,48.0,0,low_cost_rule,14400.0,4800.0,19200.0
744760,Camba Brevoort Cornerstone,11233,SACC,49.0,0.0,58.8,58,300,608.1632653061224,48.0,48.0,48.0,0,low_cost_rule,14400.0,4800.0,19200.0
913393,YMCA of Greater New York,10065,SACC,62.0,0.0,74.39999999999999,74,300,522.5806451612904,47.0,47.0,47.0,0,low_cost_rule,14100.0,4700.0,18800.0
796374,"Kuei Luck Enrichment Center, Inc",11364,SACC,52.0,0.0,62.4,62,300,584.6153846153846,47.0,47.0,47.0,0,low_cost_rule,14100.0,4700.0,18800.0
876821,Haknesiah  Presbyterian church,11364,SACC,48.0,0.0,57.599999999999994,57,300,616.6666666666666,47.0,47.0,47.0,0,low_cost_rule,14100.0,4700.0,18800.0
240714,HAPPY DRAGON CHILDREN'S LEARNING CENTER,11368,SACC,48.0,0.0,57.599999999999994,57,300,616.6666666666666,47.0,47.0,47.0,0,low_cost_rule,14100.0,4700.0,18800.0
897496,Little Light of Mine Inc.,11375,SACC,48.0,0.0,57.599999999999994,57,300,616.6666666666666,47.0,47.0,47.0,0,low_cost_rule,14100.0,4700.0,18800.0
74092,Bright Horizons Children's Center @CHASE Back-Up Child Care,10017,SACC,47.0,0.0,56.4,56,300,625.531914893617,46.0,46.0,46.0,0,low_cost_rule,13800.0,4600.0,18400.0
73845,BIG BIRD'S PLAYHOUSE,10314,SACC,47.0,0.0,56.4,56,300,625.531914893617,46.0,46.0,46.0,0,low_cost_rule,13800.0,4600.0,18400.0
401095,Clara Muhammad School of Masjid Khalifah,11216,SACC,47.0,0.0,56.4,56,300,625.531914893617,46.0,46.0,46.0,0,low_cost_rule,13800.0,4600.0,18400.0
896127,Brooklyn’s Brightest Starz Inc.,11226,SACC,47.0,0.0,56.4,56,300,625.531914893617,46.0,46.0,46.0,0,low_cost_rule,13800.0,4600.0,18400.0
912728,"The Katmint Learning Initiative, Inc",11233,SACC,47.0,0.0,56.4,56,300,625.531914893617,46.0,46.0,46.0,0,low_cost_rule,13800.0,4600.0,18400.0
839935,"Grand Street Settlement, Inc.",11206,SACC,46.0,0.0,55.2,55,300,634.7826086956521,45.0,45.0,45.0,0,low_cost_rule,13500.0,4500.0,18000.0
816317,Jewish Community Center of Staten Island @ Todt Hill,10314,SACC,45.0,0.0,54.0,54,300,644.4444444444445,44.0,44.0,44.0,0,low_cost_rule,13200.0,4400.0,17600.0
759884,"Grand Street Settlement, Inc @ Tompkins Comm. Ctr.",11206,SACC,45.0,0.0,54.0,54,300,644.4444444444445,44.0,44.0,44.0,0,low_cost_rule,13200.0,4400.0,17600.0
275809,"United Activities Unlimited, Inc. @ P.S. 5",10312,SACC,44.0,0.0,52.8,52,300,654.5454545454545,43.0,43.0,43.0,0,low_cost_rule,12900.0,4300.0,17200.0
437437,HANSTEPS,11225,SACC,44.0,0.0,52.8,52,300,654.5454545454545,43.0,43.0,43.0,0,low_cost_rule,12900.0,4300.0,17200.0
722094,"Beginning Steps Infant Day Care, LLC",11226,SACC,43.0,0.0,51.6,51,300,665.1162790697674,42.0,42.0,42.0,0,low_cost_rule,12600.0,4200.0,16800.0
309275,A To Z Center Too,11428,SACC,41.0,0.0,49.2,49,300,687.8048780487804,40.0,40.0,40.0,0,low_cost_rule,12000.0,4000.0,16000.0
905115,YMCA of Greater New York,10023,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
861501,"Hands In 4 Youth, Inc",10025,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
73829,"The College of Staten Island Association, Inc.",10314,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
887387,Heaven's Tiny Tots Family Enrichment Center Corp,10472,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
830252,"Stuyvesant Heights Christian Church, Inc.",11216,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
73950,"Good Samaritan Fulton Day Care Center, Inc.",11221,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
797254,Basin Prep,11234,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
73867,Pee Wee Folks After School Center,11357,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
904078,Grand Sunshine Inc,11367,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
799146,YMCA of Greater NY,11385,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
73869,Brite Adventure Center @ Bright Beginnings After School,11432,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
917687,Bright Start Early Learning Academy,11435,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,39.0,0,low_cost_rule,11700.0,3900.0,15600.0
749905,Mosholu Montefiore Community Center,10464,SACC,40.0,0.0,48.0,48,300,700.0,39.0,39.0,24.0,0,low_cost_rule,11700.0,2400.0,14100.0
915077,Sports United Incorporation,11226,SACC,39.0,0.0,46.8,46,300,712.8205128205128,38.0,38.0,38.0,0,low_cost_rule,11400.0,3800.0,15200.0
874949,S Sky Inc,11377,SACC,39.0,0.0,46.8,46,300,712.8205128205128,38.0,38.0,38.0,0,low_cost_rule,11400.0,3800.0,15200.0
851783,"Harriman Summer Camp S-11, Inc",11694,SACC,39.0,0.0,46.8,46,300,712.8205128205128,38.0,38.0,38.0,0,low_cost_rule,11400.0,3800.0,15200.0
689634,"Jewish Community Center of Staten Island, Incorporated",10301,SACC,60.0,0.0,72.0,72,300,533.3333333333334,37.0,37.0,37.0,0,low_cost_rule,11100.0,3700.0,14800.0
729632,"Guzman, Claudio",10458,SACC,38.0,0.0,45.6,45,300,726.3157894736842,37.0,37.0,37.0,0,low_cost_rule,11100.0,3700.0,14800.0
669390,Serious Fun @ PS 17,11102,SACC,166.0,0.0,199.2,199,250,320.48192771084337,37.0,37.0,37.0,0,low_cost_rule,9250.0,3700.0,12950.0
894578,"South Asian Youth Action (SAYA!), Inc.",11218,SACC,38.0,0.0,45.6,45,300,726.3157894736842,37.0,37.0,37.0,0,low_cost_rule,11100.0,3700.0,14800.0
523602,Ira's Briarwood Day Care & Preschool Inc.,11435,SACC,38.0,0.0,45.6,45,300,726.3157894736842,37.0,37.0,37.0,0,low_cost_rule,11100.0,3700.0,14800.0
895454,"Russian Children Studio of Language, Arts and Culture, Inc",10025,SACC,37.0,0.0,44.4,44,300,740.5405405405405,36.0,36.0,36.0,0,low_cost_rule,10800.0,3600.0,14400.0
255423,"Harlem Children's Zone, Inc.",10035,SACC,227.0,0.0,272.4,272,250,288.1057268722467,36.0,36.0,36.0,0,low_cost_rule,9000.0,3600.0,12600.0
853137,New York City Parks & Recreation at Walker Park,10310,SACC,37.0,0.0,44.4,44,300,740.5405405405405,36.0,36.0,36.0,0,low_cost_rule,10800.0,3600.0,14400.0
744766,El Puente @ Williams Plaza,11211,SACC,37.0,0.0,44.4,44,300,740.5405405405405,36.0,36.0,36.0,0,low_cost_rule,10800.0,3600.0,14400.0
547303,Wonderland P.A. LLC Afterschool,11235,SACC,37.0,0.0,44.4,44,300,740.5405405405405,36.0,36.0,36.0,0,low_cost_rule,10800.0,3600.0,14400.0
887469,Scholars By Neris,11368,SACC,37.0,0.0,44.4,44,300,740.5405405405405,36.0,36.0,36.0,0,low_cost_rule,10800.0,3600.0,14400.0
580132,The 1199/Employer Child Care Corporation,10468,SACC,37.0,0.0,44.4,44,300,740.5405405405405,36.0,36.0,0.0,0,low_cost_rule,10800.0,0.0,10800.0
254509,S.I.C.C. Inc,10306,SACC,36.0,0.0,43.2,43,300,755.5555555555555,35.0,35.0,35.0,0,low_cost_rule,10500.0,3500.0,14000.0
707090,Sweet Home Day Care Center,11218,SACC,36.0,0.0,43.2,43,300,755.5555555555555,35.0,35.0,35.0,0,low_cost_rule,10500.0,3500.0,14000.0
876406,Global Kids Inc.,11221,SACC,36.0,0.0,43.2,43,300,755.5555555555555,35.0,35.0,35.0,0,low_cost_rule,10500.0,3500.0,14000.0
868247,Litle People Daycare of NY Inc,11434,SACC,36.0,0.0,43.2,43,300,755.5555555555555,35.0,35.0,0.0,0,low_cost_rule,10500.0,0.0,10500.0
912821,NURTURING FUTURES ACADEMY,11434,SACC,36.0,0.0,43.2,43,300,755.5555555555555,35.0,35.0,0.0,0,low_cost_rule,10500.0,0.0,10500.0
915003,NIA Community Services Network @ PS 134,11218,SACC,35.0,0.0,42.0,42,300,771.4285714285714,34.0,34.0,34.0,0,low_cost_rule,10200.0,3400.0,13600.0
874616,Basin Prep II LLC,11224,SACC,35.0,0.0,42.0,42,300,771.4285714285714,34.0,34.0,34.0,0,low_cost_rule,10200.0,3400.0,13600.0
73544,YMCA OF GREATER NY,10017,SACC,60.0,0.0,72.0,72,300,533.3333333333334,33.0,33.0,33.0,0,low_cost_rule,9900.0,3300.0,13200.0
430757,Smiles Around Us Academy,10305,SACC,34.0,0.0,40.8,40,300,788.2352941176471,33.0,33.0,33.0,0,low_cost_rule,9900.0,3300.0,13200.0
907596,S SKY INC,11377,SACC,34.0,0.0,40.8,40,300,788.2352941176471,33.0,33.0,33.0,0,low_cost_rule,9900.0,3300.0,13200.0
826115,"Hartley House, Inc.",10019,SACC,62.0,0.0,74.39999999999999,74,300,522.5806451612904,32.0,32.0,32.0,0,low_cost_rule,9600.0,3200.0,12800.0
834466,Rainbows Reach,10309,SACC,33.0,0.0,39.6,39,300,806.060606060606,32.0,32.0,32.0,0,low_cost_rule,9600.0,3200.0,12800.0
72837,BELMONT COMMUNITY DAY CARE CTR,10458,SACC,33.0,0.0,39.6,39,300,806.060606060606,32.0,32.0,32.0,0,low_cost_rule,9600.0,3200.0,12800.0
913982,LULOLUX DAYCARE PROGRAM LLC,10468,SACC,33.0,0.0,39.6,39,300,806.060606060606,32.0,32.0,32.0,0,low_cost_rule,9600.0,3200.0,12800.0
201433,Our Kids Afterschool Program,11101,SACC,180.0,0.0,216.0,216,250,311.1111111111111,32.0,32.0,32.0,0,low_cost_rule,8000.0,3200.0,11200.0
74138,BAMBI DAY CARE INC.,11225,SACC,33.0,0.0,39.6,39,300,806.060606060606,32.0,32.0,32.0,0,low_cost_rule,9600.0,3200.0,12800.0
852531,"Aim High Leadership Center Four, Inc.",11417,SACC,33.0,0.0,39.6,39,300,806.060606060606,32.0,32.0,32.0,0,low_cost_rule,9600.0,3200.0,12800.0
737100,"Red Hook Initiative, Inc.",11231,SACC,32.0,0.0,38.4,38,300,825.0,31.0,31.0,31.0,0,low_cost_rule,9300.0,3100.0,12400.0
878381,A United We Child Care Inc.,10472,SACC,31.0,0.0,37.2,37,300,845.1612903225806,30.0,30.0,30.0,0,low_cost_rule,9000.0,3000.0,12000.0
73331,St. Marks Day School,11213,SACC,31.0,0.0,37.2,37,300,845.1612903225806,30.0,30.0,30.0,0,low_cost_rule,9000.0,3000.0,12000.0
691483,Arista Preparatory Inc.,11213,SACC,31.0,0.0,37.2,37,300,845.1612903225806,30.0,30.0,30.0,0,low_cost_rule,9000.0,3000.0,12000.0
874924,Bright Horizons Children's Centers LLC,10013,SACC,30.0,0.0,36.0,36,300,866.6666666666666,29.0,29.0,29.0,0,low_cost_rule,8700.0,2900.0,11600.0
275804,"United Activities Unlimited, Inc. @ P.S. 38",10306,SACC,30.0,0.0,36.0,36,300,866.6666666666666,29.0,29.0,29.0,0,low_cost_rule,8700.0,2900.0,11600.0
785121,"Neighborhood Change Youth Organization, Inc.",10310,SACC,30.0,0.0,36.0,36,300,866.6666666666666,29.0,29.0,29.0,0,low_cost_rule,8700.0,2900.0,11600.0
430777,Our Children The Leaders of Tomorrow,11206,SACC,30.0,0.0,36.0,36,300,866.6666666666666,29.0,29.0,29.0,0,low_cost_rule,8700.0,2900.0,11600.0
707746,Friends of Crown Heights,11213,SACC,30.0,0.0,36.0,36,300,866.6666666666666,29.0,29.0,29.0,0,low_cost_rule,8700.0,2900.0,11600.0
295398,Sunshine Day Care After School Program,11221,SACC,30.0,0.0,36.0,36,300,866.6666666666666,29.0,29.0,29.0,0,low_cost_rule,8700.0,2900.0,11600.0
150335,Miriam Ann Carr After School Education Program,11225,SACC,30.0,0.0,36.0,36,300,866.6666666666666,29.0,29.0,29.0,0,low_cost_rule,8700.0,2900.0,11600.0
73343,Cortelyou Daycare  Annex,11226,SACC,30.0,0.0,36.0,36,300,866.6666666666666,29.0,29.0,29.0,0,low_cost_rule,8700.0,2900.0,11600.0
886052,Inspired by Zoe LLC,11233,SACC,30.0,0.0,36.0,36,300,866.6666666666666,29.0,29.0,29.0,0,low_cost_rule,8700.0,2900.0,11600.0
820990,Kiddies World Inc.,11434,SACC,30.0,0.0,36.0,36,300,866.6666666666666,29.0,29.0,1.0,0,low_cost_rule,8700.0,100.0,8800.0
884266,ESTER SWEETHEART DAY CARE CENTER LLC.,10458,SACC,29.0,0.0,34.8,34,300,889.6551724137931,28.0,28.0,28.0,0,low_cost_rule,8400.0,2800.0,11200.0
806970,Lafayett Gardens,11205,SACC,29.0,0.0,34.8,34,300,889.6551724137931,28.0,28.0,28.0,0,low_cost_rule,8400.0,2800.0,11200.0
759184,NY Tibetan Service Center Inc.,11373,SACC,29.0,0.0,34.8,34,300,889.6551724137931,28.0,28.0,28.0,0,low_cost_rule,8400.0,2800.0,11200.0
883765,YMCA of Greater New York,10454,SACC,128.0,0.0,153.6,153,250,356.25,27.0,27.0,27.0,0,low_cost_rule,6750.0,2700.0,9450.0
73350,PRACTICAL LEARNING CENTER,11226,SACC,28.0,0.0,33.6,33,300,914.2857142857144,27.0,27.0,27.0,0,low_cost_rule,8100.0,2700.0,10800.0
73081,"Ella Baker/Charles Romain Child Development Center, Inc.",11225,SACC,26.0,0.0,31.2,31,300,969.2307692307692,25.0,25.0,25.0,0,low_cost_rule,7500.0,2500.0,10000.0
917511,Edgemere Community Development Corporation,11691,SACC,26.0,0.0,31.2,31,300,969.2307692307692,25.0,25.0,25.0,0,low_cost_rule,7500.0,2500.0,10000.0
72823,Police Athletic League  Inc. Webster- Giannone,10457,SACC,180.0,0.0,216.0,216,250,311.1111111111111,24.0,24.0,24.0,0,low_cost_rule,6000.0,2400.0,8400.0
124413,"Candy Kid's Day Care, LLC",11226,SACC,25.0,0.0,30.0,30,300,1000.0,24.0,24.0,24.0,0,low_cost_rule,7200.0,2400.0,9600.0
652364,Advance Children's Center,11435,SACC,25.0,0.0,30.0,30,300,1000.0,24.0,24.0,24.0,0,low_cost_rule,7200.0,2400.0,9600.0
397219,Bright Horizons Children's Center @20 Pine,10005,SACC,39.0,0.0,46.8,46,300,712.8205128205128,23.0,23.0,23.0,0,low_cost_rule,6900.0,2300.0,9200.0
780375,HANSTEPS Corporation,11226,SACC,24.0,0.0,28.799999999999997,28,350,1033.3333333333333,23.0,23.0,23.0,0,low_cost_rule,8050.0,2300.0,10350.0
237212,The Salvation Army @ Sunset Gains After School Program,11220,SACC,60.0,0.0,72.0,72,300,533.3333333333334,22.0,22.0,22.0,0,low_cost_rule,6600.0,2200.0,8800.0
73173,Stagg Street Center for Children,11206,SACC,22.0,0.0,26.4,26,350,1109.090909090909,21.0,21.0,21.0,0,low_cost_rule,7350.0,2100.0,9450.0
867906,"DLS LEARNING CENTER, INC.",11435,SACC,22.0,0.0,26.4,26,350,1109.090909090909,21.0,21.0,21.0,0,low_cost_rule,7350.0,2100.0,9450.0
490318,Initial Steps Child Dev. Center Daycare,11210,SACC,20.0,0.0,24.0,24,350,1200.0,19.0,19.0,19.0,0,low_cost_rule,6650.0,1900.0,8550.0
858873,BumbleBees R Us,11231,SACC,20.0,0.0,24.0,24,350,1200.0,19.0,19.0,19.0,0,low_cost_rule,6650.0,1900.0,8550.0
890459,Ocean Hill Preparatory Incorporated,11233,SACC,20.0,0.0,24.0,24,350,1200.0,19.0,19.0,19.0,0,low_cost_rule,6650.0,1900.0,8550.0
312014,"NEW MILESTONE, INC.",11365,SACC,20.0,0.0,24.0,24,350,1200.0,19.0,19.0,19.0,0,low_cost_rule,6650.0,1900.0,8550.0
897350,"Claremont Neighborhood Centers, Inc.",10451,SACC,140.0,0.0,168.0,168,250,342.85714285714283,18.0,18.0,18.0,0,low_cost_rule,4500.0,1800.0,6300.0
637604,"I BEAR DAY CARE CENTER, INC.",11354,SACC,19.0,0.0,22.8,22,350,1252.6315789473683,18.0,18.0,18.0,0,low_cost_rule,6300.0,1800.0,8100.0
760622,"Children of America Queens, LLC",11372,SACC,19.0,0.0,22.8,22,350,1252.6315789473683,18.0,18.0,18.0,0,low_cost_rule,6300.0,1800.0,8100.0
712502,"Steps To Success IV, LLC",10305,SACC,18.0,0.0,21.6,21,350,1311.111111111111,17.0,17.0,17.0,0,low_cost_rule,5950.0,1700.0,7650.0
854276,ARDOR PBL Inc,11222,SACC,18.0,0.0,21.6,21,350,1311.111111111111,17.0,17.0,17.0,0,low_cost_rule,5950.0,1700.0,7650.0
566667,Kingsborough Comm. College ASP,11235,SACC,18.0,0.0,21.6,21,350,1311.111111111111,17.0,17.0,17.0,0,low_cost_rule,5950.0,1700.0,7650.0
73877,PARKWAY DAY CARE CENTER,11435,SACC,18.0,0.0,21.6,21,350,1311.111111111111,17.0,17.0,17.0,0,low_cost_rule,5950.0,1700.0,7650.0
765709,BRIGHT BLOOMERS DAYCARE CENTER INC.,11378,GFDC,16.0,12.0,19.2,19,350,1450.0,16.0,16.0,16.0,1,high_cost_rule,23200.0,1600.0,24800.0
860035,"Ivy Prep Learning Lab, LLC",10024,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
889399,"Molina, Daysi",10024,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
736567,"Espinal, Virginia",10025,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
788797,"Williams, Earlene",10025,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
823536,Great Dreams Day Care,10025,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
849222,"Rojas Maura, Nikaury",10025,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
856033,"Vargas, Evelina",10025,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
860160,Happy Toddlers Play Group,10025,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
71688,"Maxwell, Debora",10030,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
257741,"Lindo, Loraine",10030,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
343157,Classic Day Care Corp.,10305,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
402847,"Alisa Day Care, Inc.",10305,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
450214,Classic Day Care Corp.,10305,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
684285,Little Angels Child Care Inc,10305,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
686600,"New U  Tots,  INC",10305,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
777181,Smart Tots LLC,10305,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
893641,Tots of Tomorrow Inc.,10305,GFDC,16.0,12.0,19.2,19,350,1450.0,15.0,15.0,15.0,0,low_cost_rule,5250.0,1500.0,6750.0
