facility_id,facility_name,program_type,zipcode,latitude,longitude,n_f,b_f,cut1,cut2,cut3,cap1,cap2,cap3,U_f_realistic,coef1,coef2,coef3,geo_missing_flag
838023,CONVENIENCE DAYCARE LLC,GFDC,10466,40.883367,-73.838983,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
688158,"Collado, Christina",GFDC,10031,40.81872,-73.954265,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
227357,"Balaguera, Virginia",FDC,11418,40.702429,-73.826729,8,6,0,1,1,0,1,0,1,2700.0,2900.0,3500.0,False
72606,"Solano Bacchus, Valerie",GFDC,11691,40.598317,-73.752634,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
823399,Mi Arcoiris Estrellita Day Care,GFDC,10457,40.85354,-73.902287,12,12,1,1,2,1,0,1,2,1866.6666666666667,2066.6666666666665,2666.6666666666665,False
515372,MY THREE ANGELS GROUP DAYCARE CORP.,GFDC,10029,40.785811,-73.948293,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
789633,Wisdom Tree Daycare Inc,GFDC,11204,40.609105,-73.986641,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
758423,Little Super Star Corporation,GFDC,11220,40.644541,-74.016641,12,12,1,1,2,1,0,1,2,1866.6666666666667,2066.6666666666665,2666.6666666666665,False
878421,"Myshkina, Natalya",GFDC,11235,40.578336,-73.95585,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
500255,"Rodriguez, Sara",GFDC,11208,40.675367,-73.876469,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
55663,"Johnson, Deborah",FDC,10458,40.867741,-73.88177,8,6,0,1,1,0,1,0,1,2700.0,2900.0,3500.0,False
73374,YMCA Prospect Pk Virtual Y @ PS 200,SACC,11214,40.603011,-74.001506,309,0,30,46,61,30,16,15,61,264.72491909385116,464.72491909385116,1064.7249190938512,False
753942,"Perez, Marisol",GFDC,10468,40.862085,-73.902622,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
661439,MARGARITA'S DAYCARE,FDC,11232,40.651306,-74.008205,8,6,0,1,1,0,1,0,1,2700.0,2900.0,3500.0,False
617208,BABY'S BREATH INFANT AND TODDLER CHILDCARE,GFDC,10027,40.805361,-73.950013,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
847787,Nircille's Group Family Daycare,GFDC,11434,40.666067,-73.775806,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
869896,"Guzman Pichardo, Isabel",GFDC,11221,40.694942,-73.912967,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
837043,"Tavarez, Johaini",GFDC,10456,40.828422,-73.916581,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
669657,"Batista, Nurys",GFDC,10457,40.844131,-73.905069,12,12,1,1,2,1,0,1,2,1866.6666666666667,2066.6666666666665,2666.6666666666665,False
805005,Aspira of New York Inc.,SACC,10462,40.834403,-73.855818,89,0,8,13,17,8,5,4,17,424.7191011235955,624.7191011235955,1224.7191011235955,False
494113,"Vega, Nidia",GFDC,10457,40.842789,-73.906474,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
596695,Chelsy's Family Child Care Corp,GFDC,10033,40.844964,-73.937825,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
840755,Congregation Ohr Shulem,GFDC,11219,40.635457,-73.997651,12,12,1,1,2,1,0,1,2,1866.6666666666667,2066.6666666666665,2666.6666666666665,False
454289,"Amadi De Nunez, Elena",GFDC,10453,40.847657,-73.911367,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
73286,"New York Edge, Inc.",SACC,11233,40.680132,-73.921957,300,0,30,45,60,30,15,15,60,266.6666666666667,466.6666666666667,1066.6666666666667,False
512513,"Pimentel, Alexandra",GFDC,11368,,,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,True
722469,"Bissoonauth, Eindrawatie",GFDC,10472,40.8305,-73.87975,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
563290,Tzivia's Day Care,GFDC,11367,,,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,True
765956,"Swan, Trinell",GFDC,10452,40.829853,-73.922667,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
879838,OUR GROWING GARDEN LLC,GFDC,11216,40.674491,-73.950793,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
795810,Heavenly Hands Group and Family Daycare,GFDC,11434,40.680874,-73.768108,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
549942,Mommy and Me Family Day Care,GFDC,10452,40.836635,-73.91938,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
793907,"Mccloud, Mekeisha",GFDC,10002,40.71162,-73.989382,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
267474,"Gutierrez, Solange",GFDC,10456,40.834264,-73.915455,12,12,1,1,2,1,0,1,2,1866.6666666666667,2066.6666666666665,2666.6666666666665,False
579403,"Elishayev, Elia",GFDC,11367,40.724884,-73.815298,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
72451,"Honeydew Drop Child Care, Inc.",GFDC,11215,40.665808,-73.987728,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
411149,"Escalante, Ruby",GFDC,11221,40.697308,-73.923565,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
881860,"Serrano, Paul",GFDC,10452,40.839624,-73.914673,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
74220,Spring Creek Corp. @ PS 346,SACC,11239,40.647057,-73.88145,98,0,9,14,19,9,5,5,19,404.0816326530612,604.0816326530612,1204.0816326530612,False
830336,Bambi's Playhouse Group Daycare LLC,GFDC,10473,40.822469,-73.851798,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
803508,"Yang, Hulei",GFDC,11357,,,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,True
709798,"Purelements: An Evolution in Dance, Inc-Lenox Academy",SACC,11236,40.645573,-73.898156,230,0,23,34,46,23,11,12,46,286.95652173913044,486.95652173913044,1086.9565217391305,False
751001,Inwood Community Services @MS 366,SACC,10034,40.865466,-73.921327,388,0,38,58,77,38,20,19,77,251.5463917525773,451.54639175257734,1051.5463917525774,False
610454,Bronx Works Inc.,SACC,10456,40.826702,-73.908849,40,0,4,6,8,4,2,2,8,700.0,900.0,1500.0,False
72329,"Paul, Christina",GFDC,11236,40.644871,-73.889622,10,10,1,1,2,1,0,1,2,2200.0,2400.0,3000.0,False
860493,Snapdragon Place Inc.,GFDC,11230,40.634283,-73.967147,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
794560,BABY CHASE FAMILY CHILDCARE CORP.,GFDC,10456,40.828426,-73.916595,12,12,1,1,2,1,0,1,2,1866.6666666666667,2066.6666666666665,2666.6666666666665,False
876843,Children of Astoria Corp.,GFDC,11106,40.761471,-73.935975,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
685041,My First Adventure Inc.,GFDC,11414,40.669388,-73.849434,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
858807,KEKE CLUB HOUSE GROUP FAMILY DAY CARE CORPORATION,GFDC,10456,40.830096,-73.906476,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
395148,SQPA @ Lorriane Hansberry PS 118,SACC,11412,40.70346,-73.765627,99,0,9,14,19,9,5,5,19,402.020202020202,602.020202020202,1202.020202020202,False
798549,"Nava, Ana",GFDC,10458,40.87278,-73.883515,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
565394,"Samuel Field YM & YWHA, Inc @ PS 165",SACC,11367,40.729537,-73.818096,278,0,27,41,55,27,14,14,55,271.9424460431655,471.9424460431655,1071.9424460431655,False
878589,"Jaime, Guillermina",GFDC,10468,40.86158,-73.904303,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
444447,"Vasquez, Maria",GFDC,10452,,,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,True
383059,Magical Beginnings Group Family Day Care Inc.,GFDC,10460,40.832571,-73.885855,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
398241,"Little Leaders Learning Castle, Corporation",GFDC,10303,40.629181,-74.165648,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
782860,"Serrano, Betty",FDC,10002,40.718949,-73.981744,8,6,0,1,1,0,1,0,1,2700.0,2900.0,3500.0,False
293154,My Kidz DayCare,GFDC,11411,40.685297,-73.731325,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
581646,A NURTURING PLACE LLC.,GFDC,10457,40.852939,-73.892786,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
814924,"Gonzalez, Jazmin",FDC,11206,40.705126,-73.939581,6,6,0,0,1,0,0,1,1,3533.3333333333335,3733.3333333333335,4333.333333333333,False
735360,Bradley Family Day Care Inc.,GFDC,10468,40.86987,-73.892627,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
479609,Great Expectations Holding Corp.,SACC,11379,40.715517,-73.872183,80,0,8,12,16,8,4,4,16,450.0,650.0,1250.0,False
709628,"Community Partnership Charter School, PS-270",SACC,11216,40.690628,-73.95013,134,0,13,20,26,13,7,6,26,349.25373134328356,549.2537313432836,1149.2537313432836,False
231977,"New York Edge, Inc.",SACC,11212,40.657949,-73.920274,153,0,15,22,30,15,7,8,30,330.718954248366,530.718954248366,1130.7189542483661,False
434674,"Mae's Sweet Smiles, LLC",GFDC,11208,40.676307,-73.876152,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
440175,Grand Street Settlement @ Bushwick Comm Ctr,SACC,11206,40.703446,-73.940545,115,0,11,17,23,11,6,6,23,373.9130434782609,573.9130434782609,1173.9130434782608,False
525915,"Espinal Holguin, Ana",GFDC,10463,40.877434,-73.909068,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
613772,"Pinkys DayCare, Inc.",GFDC,11212,40.664345,-73.913095,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
414269,"Welch Bramwell, Zonella",GFDC,10452,,,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,True
749622,"Federation of Italian-American Organization of Brooklyn, Ltd.",SACC,11204,40.615795,-73.979648,120,0,12,18,24,12,6,6,24,366.6666666666667,566.6666666666666,1166.6666666666667,False
73856,Congregation Beth Elohim,SACC,11215,40.670881,-73.974341,175,0,17,26,35,17,9,9,35,314.2857142857143,514.2857142857143,1114.2857142857142,False
668669,My Little Sunshine GFDC,GFDC,10039,40.82133,-73.93539,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
852498,"Chal, Yaneris",GFDC,10453,40.853528,-73.903952,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
61605,"Rodriguez, Marianela",FDC,11211,40.709198,-73.958277,6,6,0,0,1,0,0,1,1,3533.3333333333335,3733.3333333333335,4333.333333333333,False
856957,"Reyes-Diaz, Gersy",GFDC,10457,40.851268,-73.90019,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
679460,NIA Community Services Network Inc,SACC,10305,40.582462,-74.088401,144,0,14,21,28,14,7,7,28,338.8888888888889,538.8888888888889,1138.888888888889,False
585632,4 Angels Day Care Inc.,GFDC,10303,40.634927,-74.148846,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
529632,"Delgado, Angela",FDC,11368,40.737022,-73.863744,8,6,0,1,1,0,1,0,1,2700.0,2900.0,3500.0,False
484328,"Chabad of North Brooklyn, INC",GFDC,11211,40.716844,-73.959386,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
798152,"Nisanov, Pnina",GFDC,11691,,,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,True
570144,"Reyes, Mirtha",GFDC,11373,,,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,True
695018,Children's Creation Station Inc.,GFDC,11436,40.681828,-73.798701,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
257722,"Lee, Daisy",FDC,11207,40.671264,-73.896437,6,6,0,0,1,0,0,1,1,3533.3333333333335,3733.3333333333335,4333.333333333333,False
853775,Heartshare St Vincent's Services-Surfside Gardens Cornerstone,SACC,11224,40.574492,-73.993918,68,0,6,10,13,6,4,3,13,494.11764705882354,694.1176470588235,1294.1176470588234,False
597370,MY SWEET GENIUSES LLC,GFDC,11373,,,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,True
873522,"Clarke, Danneil",GFDC,11234,40.625752,-73.925898,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
225601,"Bourne, Odica",GFDC,11207,40.660613,-73.896705,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
659005,"Peanut Butter and Jelly Daycare, Inc.",GFDC,10462,40.85653,-73.866823,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
348813,"Drakes, Donna",GFDC,11233,40.681272,-73.929468,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
804228,"Cordero, Maria",GFDC,10461,40.83991,-73.84617,12,12,1,1,2,1,0,1,2,1866.6666666666667,2066.6666666666665,2666.6666666666665,False
286489,"Alcocks, Elicia",GFDC,11208,40.673514,-73.880942,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
331798,"Jewish Community Center of Staten Island, Incorporated",SACC,10314,40.594727,-74.126201,155,0,15,23,31,15,8,8,31,329.03225806451616,529.0322580645161,1129.032258064516,False
870836,"Partnership with Children, Inc.",SACC,10030,40.821532,-73.941284,180,0,18,27,36,18,9,9,36,311.1111111111111,511.1111111111111,1111.111111111111,False
733037,"Linares, Argentina",GFDC,11418,40.699099,-73.832226,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
308533,"Estrella, Vicky",GFDC,10458,40.871553,-73.884231,12,12,1,1,2,1,0,1,2,1866.6666666666667,2066.6666666666665,2666.6666666666665,False
142743,Police Athletic League  Wynn Center,SACC,11216,40.686727,-73.946995,140,0,14,21,28,14,7,7,28,342.85714285714283,542.8571428571429,1142.857142857143,False
790100,"The Child Center of NY, Inc.",SACC,11368,40.745814,-73.865429,131,0,13,19,26,13,6,7,26,352.67175572519085,552.6717557251908,1152.671755725191,False
388587,ABC Wonderland Group Family Day Care,GFDC,11233,40.678855,-73.918291,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
841818,Lil Kingdom of Light,GFDC,10473,40.817379,-73.863783,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
622214,SIMI'S PLAYGROUP INC.,GFDC,11210,40.616671,-73.948436,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
873002,"Abramova, Diana",GFDC,11367,40.721736,-73.810142,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
689292,Research Foundation CUNY @ Tilden Houses Cornerstone,SACC,11212,40.66347,-73.905599,60,0,6,9,12,6,3,3,12,533.3333333333334,733.3333333333334,1333.3333333333333,False
728352,"YMCA of Greater New York, Inc. @ PS 165",SACC,10025,40.802881,-73.965861,280,0,28,42,56,28,14,14,56,271.42857142857144,471.42857142857144,1071.4285714285713,False
686364,Regina's PlaySchool LLC,GFDC,11215,40.671835,-73.98513,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
816574,"Mota, Madelin",GFDC,10027,40.811739,-73.950498,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
799389,CECELIAS LITTLE LEARNERS CHILDCARE LLC,GFDC,10460,40.841839,-73.868797,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
73177,Shostakovich Music Art & Sport Play School,SACC,11223,40.590471,-73.971956,8,0,0,1,1,0,1,0,1,2700.0,2900.0,3500.0,False
824843,"Contreras Martinez, Perlin",GFDC,10453,40.848929,-73.921994,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
299760,BCA A S P @ PS 105,SACC,11219,40.633035,-74.003627,216,0,21,32,43,21,11,11,43,292.5925925925926,492.5925925925926,1092.5925925925926,False
71439,Tender Loving Care Group Family Day Care,GFDC,11233,40.685493,-73.925566,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
376473,"Fresh Youth Initiatives, Inc.",SACC,10032,40.841989,-73.935855,65,0,6,9,13,6,3,4,13,507.6923076923077,707.6923076923077,1307.6923076923076,False
819476,"My Garden Grows, LLC",GFDC,11216,40.674491,-73.950793,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
303285,MY TWO DIAMONDS DAY CARE LLC,GFDC,10460,40.841981,-73.869039,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
614936,GIANNA'S GROUP FAMILY DAYCARE CORP,GFDC,10466,40.890503,-73.862211,12,12,1,1,2,1,0,1,2,1866.6666666666667,2066.6666666666665,2666.6666666666665,False
862455,Love daycare corp,GFDC,10457,40.848111,-73.890418,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
298841,Magic Day Care Inc.,GFDC,10306,40.572456,-74.096868,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
377759,"Appiah-Agyeman, Agartha",GFDC,11234,40.622611,-73.922619,12,10,1,1,2,1,0,1,2,1866.6666666666667,2066.6666666666665,2666.6666666666665,False
215381,"Polight, Wince",GFDC,11221,40.686968,-73.9363,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
728912,"Jones, Dorothy",FDC,11233,40.679515,-73.930934,8,6,0,1,1,0,1,0,1,2700.0,2900.0,3500.0,False
848567,Super Hero Unite Family Group Daycare,GFDC,10466,40.890066,-73.834075,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
801623,"Seamcharan, Anjani",GFDC,10466,40.8948,-73.847391,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
283873,"Bart, Claudette",GFDC,11212,40.664521,-73.925513,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
709654,"HARRIMAN SUMMER CAMP, S-11, INC @ PS 183",SACC,11693,40.589589,-73.805555,102,0,10,15,20,10,5,5,20,396.078431372549,596.0784313725491,1196.078431372549,False
873982,"Thompson, Naudia",GFDC,11691,40.598406,-73.754383,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
218172,Grand Street Settlement @Beacon JHS 25,SACC,10002,40.720527,-73.985777,217,0,21,32,43,21,11,11,43,292.1658986175115,492.1658986175115,1092.1658986175116,False
133442,"Browne, Seltha",GFDC,11233,40.674225,-73.918228,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
245923,Friends of Crown Heights @ PS 22,SACC,11238,40.676947,-73.960335,145,0,14,21,29,14,7,8,29,337.9310344827586,537.9310344827586,1137.9310344827586,False
778450,Riis Academy Advantage @ PS 76Q,SACC,11101,40.760633,-73.941422,117,0,11,17,23,11,6,6,23,370.94017094017096,570.9401709401709,1170.940170940171,False
769061,Brilliant Minds Group Family Day Care LLC,GFDC,11691,40.607405,-73.758452,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
625839,"Oziegbe, Gloria",FDC,11208,40.672624,-73.866155,8,6,0,1,1,0,1,0,1,2700.0,2900.0,3500.0,False
608492,"Sanchez, Berta",GFDC,10460,40.841252,-73.890454,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
380662,MJ Group Family Daycare,GFDC,10466,40.895037,-73.8437,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
584138,"Roy, Ofelia",GFDC,10472,40.834481,-73.87106,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
828161,Creative Cuties Daycare,GFDC,11221,40.689487,-73.942904,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
859649,"Thornhill, Dianne",GFDC,11210,40.637137,-73.947314,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
73620,Children First/ Bright Horizons @125 Broad St.,SACC,10004,40.702266,-74.01089,13,0,1,1,2,1,0,1,2,1738.4615384615386,1938.4615384615386,2538.4615384615386,False
344146,"Mcdonald, Allison",GFDC,10301,40.642134,-74.078905,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
802157,"Sanchez, Katherine",GFDC,10451,40.815124,-73.920334,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
796576,"Rincon, Miguelina",GFDC,10030,40.819479,-73.938348,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
806489,Team First Inc.,SACC,10472,40.828665,-73.856861,140,0,14,21,28,14,7,7,28,342.85714285714283,542.8571428571429,1142.857142857143,False
689584,Hanac Astoria Cornerstone,SACC,11102,40.773257,-73.933727,104,0,10,15,20,10,5,5,20,392.3076923076923,592.3076923076923,1192.3076923076924,False
842837,"Reyes Correa, Gisela",GFDC,10034,40.868211,-73.91824,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
673755,Seaside Day Care,GFDC,11224,40.576171,-74.001113,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
637483,"Directions for Our Youth,  Inc.",SACC,10453,40.850187,-73.915445,464,0,46,69,92,46,23,23,92,243.10344827586206,443.1034482758621,1043.103448275862,False
817811,"Turner, Veronica",GFDC,10475,40.863441,-73.825152,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
792081,Lisa's Little Sunshine,GFDC,11225,40.656498,-73.95701,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
489075,"Robinson, Daniela",GFDC,10451,40.824398,-73.925926,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
360491,"Nunez De Reyes, Marcia",GFDC,11220,40.642341,-74.022781,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
741992,"Manhattan Youth Recreation and Resources, Inc.",SACC,10024,40.780585,-73.976682,120,0,12,18,24,12,6,6,24,366.6666666666667,566.6666666666666,1166.6666666666667,False
580788,Narcisa Luz Del Saber Corp.,GFDC,11207,40.690423,-73.908595,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
454252,Tonya's Daycare,GFDC,10304,40.613465,-74.078781,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
742505,COMPASS@ PS.193,SACC,11210,40.621696,-73.950245,165,0,16,24,33,16,8,9,33,321.2121212121212,521.2121212121212,1121.2121212121212,False
855108,"Correa De Gomez, Estefany",FDC,10033,40.850097,-73.939929,8,6,0,1,1,0,1,0,1,2700.0,2900.0,3500.0,False
767406,"Antoshka, LLC",GFDC,11234,40.618127,-73.909184,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
389989,"Madrid, Marcia",FDC,11101,40.75189,-73.937264,8,6,0,1,1,0,1,0,1,2700.0,2900.0,3500.0,False
451385,"Santamaria, Saralinda",GFDC,11237,40.695168,-73.910781,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
779050,"Kery, Ana",FDC,10033,40.84781,-73.934602,7,6,0,1,1,0,1,0,1,3057.1428571428573,3257.1428571428573,3857.1428571428573,False
718893,Bergen Basin @ Fillmore Academy,SACC,11234,40.61364,-73.930109,304,0,30,45,60,30,15,15,60,265.7894736842105,465.7894736842105,1065.7894736842106,False
854367,FUTURE LEADERS,GFDC,10467,40.863827,-73.868544,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
711312,University Settlement Society of New York,SACC,10009,40.727803,-73.975886,80,0,8,12,16,8,4,4,16,450.0,650.0,1250.0,False
795972,"CAMBA, Inc. @ NYCHA Albany Houses",SACC,11213,40.674034,-73.936575,60,0,6,9,12,6,3,3,12,533.3333333333334,733.3333333333334,1333.3333333333333,False
785222,Cozy Garden Kids Day Care Inc,GFDC,11103,40.759148,-73.91681,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
673329,"Genao, Anny",GFDC,10463,40.882537,-73.90374,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
237950,Caroni Daycare,FDC,10472,40.831652,-73.857805,8,6,0,1,1,0,1,0,1,2700.0,2900.0,3500.0,False
73121,Edith & Carl Marks Jewish Comm. House of BHRS,SACC,11214,40.606261,-73.989607,293,0,29,43,58,29,14,15,58,268.259385665529,468.259385665529,1068.259385665529,False
754099,St. Nicks Alliance Corp-PS:147,SACC,11206,40.704764,-73.939004,127,0,12,19,25,12,7,6,25,357.4803149606299,557.4803149606299,1157.4803149606298,False
881044,"Bragg, Kiva",GFDC,11419,40.690767,-73.812615,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
251771,MMCC BEACON 142,SACC,10466,40.886035,-73.840575,260,0,26,39,52,26,13,13,52,276.9230769230769,476.9230769230769,1076.923076923077,False
400777,Cambridge Daycare Inc.,GFDC,10469,40.871938,-73.842455,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
304328,"Abdurachmanov, Ella",GFDC,11423,40.728521,-73.779022,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
251082,"Waldron, Angienett",GFDC,10468,40.860535,-73.906726,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
675079,"Gonzalez, Elba",GFDC,11693,40.585004,-73.817069,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
729375,Josefina Group Family Day Care Corp.,GFDC,11205,40.692192,-73.968901,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
512939,ABC's Night and Day Care,GFDC,11366,40.727248,-73.80679,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
735567,Amari's Kiddie Kingdom,GFDC,11207,40.664265,-73.899982,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
301735,"Augustin, Mildred",GFDC,10470,40.904761,-73.846211,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
503594,"Colter, Carolyn",GFDC,11207,40.687192,-73.911225,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
276568,"Little Angel Group Family Day Care, Inc.",GFDC,11221,40.697205,-73.930417,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
330244,"Perez, Rosa",FDC,10034,40.864007,-73.924383,7,5,0,1,1,0,1,0,1,3057.1428571428573,3257.1428571428573,3857.1428571428573,False
355331,Adolphena Little Darlings Day Care Inc.,GFDC,11207,40.672603,-73.886682,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
829061,"Hernandez, Luz",GFDC,10467,40.860513,-73.870445,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
309250,"Messam, Lola",GFDC,11419,40.687793,-73.810533,14,12,1,2,2,1,1,0,2,1628.5714285714287,1828.5714285714287,2428.5714285714284,False
339025,"Martir, Marina",GFDC,10453,40.857319,-73.901051,16,12,1,2,3,1,1,1,3,1450.0,1650.0,2250.0,False
607764,CAMBA @ P.S. 114,SACC,11236,40.642506,-73.908114,110,0,11,16,22,11,5,6,22,381.8181818181818,581.8181818181819,1181.8181818181818,False
