facility_id,facility_name,program_type,zipcode,latitude,longitude,n_f,b_f,cap1,cap2,cap3,cap10_cum,cap15_cum,cap20_cum,U_f_realistic,coef1,coef2,coef3,expand_low_band,expand_mid_band,expand_high_band,selected_cost_band,u_under5,expand_total,expansion_cost,under5_equipment_cost_expansion,total_expansion_related_cost
879191,BPA OF NY,SACC,11354,40.769788,-73.831751,236,0,23,12,12,23,35,47,47,284.7457627118644,484.7457627118644,1084.7457627118645,23.0,12.0,-0.0,10_15_pct,35.0,35.0,12366.101694915254,3500.0,15866.101694915254
122355,"Manhattan Youth Recreation and Resources, Inc.",SACC,10282,40.716998,-74.01405,269,0,26,14,13,26,40,53,53,274.34944237918216,474.34944237918216,1074.3494423791822,26.0,3.0,0.0,10_15_pct,29.0,29.0,8556.133828996282,2900.0,11456.133828996282
864059,Multicultural Youth Arts Program Inc.,SACC,11364,40.736166,-73.75333,120,0,12,6,6,12,18,24,24,366.6666666666667,566.6666666666666,1166.6666666666667,12.0,6.0,0.0,10_15_pct,18.0,18.0,7800.0,1800.0,9600.0
709743,Women's Housing and Economic Development,SACC,10452,40.838333,-73.928126,266,0,26,13,14,26,39,53,53,275.187969924812,475.187969924812,1075.187969924812,26.0,-0.0,-0.0,0_10_pct,26.0,26.0,7154.887218045113,2600.0,9754.887218045113
881479,New Settlement Apartments,SACC,10452,40.842601,-73.916238,340,0,34,17,17,34,51,68,68,258.8235294117647,458.8235294117647,1058.8235294117646,34.0,16.0,-0.0,10_15_pct,50.0,50.0,16141.176470588234,5000.0,21141.176470588234
855186,After School All-Stars,SACC,10027,40.811012,-73.956823,240,0,24,12,12,24,36,48,48,283.3333333333333,483.3333333333333,1083.3333333333333,24.0,12.0,0.0,10_15_pct,36.0,36.0,12600.0,3600.0,16200.0
748552,DREAM,SACC,10029,40.789687,-73.944647,290,0,29,14,15,29,43,58,58,268.9655172413793,468.9655172413793,1068.9655172413793,29.0,14.0,-0.0,10_15_pct,43.0,43.0,14365.51724137931,4300.0,18665.51724137931
709862,NIA After- School Program @ PS 121,SACC,11204,40.622902,-73.978874,131,0,13,6,7,13,19,26,26,352.67175572519085,552.6717557251908,1152.671755725191,13.0,6.0,-0.0,10_15_pct,19.0,19.0,7900.763358778626,1900.0,9800.763358778626
339148,MilIennium Development @ PS 236,SACC,11234,40.61591,-73.912726,172,0,17,8,9,17,25,34,34,316.27906976744185,516.2790697674419,1116.2790697674418,17.0,-0.0,-0.0,0_10_pct,17.0,17.0,5376.7441860465115,1700.0,7076.7441860465115
227305,"New York Edge, Inc.",SACC,11423,40.712764,-73.780172,139,0,13,7,7,13,20,27,27,343.8848920863309,543.884892086331,1143.8848920863309,13.0,5.0,0.0,10_15_pct,18.0,18.0,7189.928057553958,1800.0,8989.928057553958
684677,"Children of Promise, Inc.",SACC,11216,40.680813,-73.944253,168,0,16,9,8,16,25,33,33,319.04761904761904,519.047619047619,1119.047619047619,16.0,-0.0,-0.0,0_10_pct,16.0,16.0,5104.761904761905,1600.0,6704.761904761905
637571,"Community Association of Progressive Dominicans, Inc. (ACDP) @  I.S 210",SACC,10031,40.82989,-73.944573,297,0,29,15,15,29,44,59,59,267.3400673400673,467.3400673400673,1067.3400673400674,25.0,-0.0,-0.0,0_10_pct,25.0,25.0,6683.501683501683,2500.0,9183.501683501683
73420,CHUNG PAK/CHRYSTIE ST SA DCC,SACC,10002,40.718631,-73.993771,114,0,11,6,5,11,17,22,22,375.43859649122805,575.438596491228,1175.438596491228,11.0,6.0,0.0,10_15_pct,17.0,17.0,7582.456140350877,1700.0,9282.456140350878
878536,"Cypress Hills Local Development Corporation,  Inc.",SACC,11208,40.68129,-73.884184,200,0,20,10,10,20,30,40,40,300.0,500.0,1100.0,20.0,10.0,0.0,10_15_pct,30.0,30.0,11000.0,3000.0,14000.0
750919,37th Street DayCare Inc.,GFDC,11105,40.770636,-73.911191,16,12,1,1,1,1,2,3,3,1450.0,1650.0,2250.0,1.0,0.0,0.0,0_10_pct,1.0,1.0,1450.0,100.0,1550.0
612449,"New York Edge, Inc.",SACC,10475,40.875125,-73.833338,190,0,19,9,10,19,28,38,38,305.2631578947368,505.2631578947368,1105.2631578947369,17.0,-0.0,-0.0,0_10_pct,17.0,17.0,5189.473684210526,1700.0,6889.473684210526
709924,THE GREATER RIDGEWOOD YOUTH COUNCIL INC.,SACC,11358,40.765161,-73.789884,298,0,29,15,15,29,44,59,59,267.1140939597315,467.1140939597315,1067.1140939597317,17.0,-0.0,-0.0,0_10_pct,17.0,17.0,4540.939597315436,1700.0,6240.939597315436
794134,"Police Athletic League, Inc. @Polo Grounds Cornerstone",SACC,10039,40.831777,-73.935471,94,0,9,5,4,9,14,18,18,412.7659574468085,612.7659574468086,1212.7659574468084,9.0,5.0,0.0,10_15_pct,14.0,14.0,6778.723404255319,1400.0,8178.723404255319
232906,"Harlem Children's Zone, Inc.",SACC,10026,40.80223,-73.947704,195,0,19,10,10,19,29,39,39,302.56410256410254,502.56410256410254,1102.5641025641023,19.0,-0.0,-0.0,0_10_pct,19.0,19.0,5748.717948717948,1900.0,7648.717948717948
808586,"Mosholu Montefiore Community Center, Inc",SACC,10469,40.864187,-73.836302,140,0,14,7,7,14,21,28,28,342.85714285714283,542.8571428571429,1142.857142857143,14.0,7.0,7.0,15_20_pct,28.0,28.0,16600.0,2800.0,19400.0
857054,St.Nicks Alliance,SACC,11206,40.697839,-73.943652,160,0,16,8,8,16,24,32,32,325.0,525.0,1125.0,16.0,-0.0,-0.0,0_10_pct,16.0,16.0,5200.0,1600.0,6800.0
816291,"Community Mediation Services, Inc. @ MS 53",SACC,11691,40.603999,-73.749412,143,0,14,7,7,14,21,28,28,339.86013986013984,539.8601398601398,1139.86013986014,14.0,7.0,0.0,10_15_pct,21.0,21.0,8537.062937062936,2100.0,10637.062937062936
709843,CAMBA Inc. I.S. 240,SACC,11210,40.623745,-73.946486,320,0,32,16,16,32,48,64,64,262.5,462.5,1062.5,32.0,-0.0,-0.0,0_10_pct,32.0,32.0,8400.0,3200.0,11600.0
838037,"The Noel Pointer Foundation, Inc.",SACC,10027,40.812484,-73.95342,44,0,4,2,2,4,6,8,8,654.5454545454545,854.5454545454545,1454.5454545454545,4.0,2.0,0.0,10_15_pct,6.0,6.0,4327.272727272727,600.0,4927.272727272727
224595,CAMBA Kids Unlimited @ PS 92,SACC,11226,40.656121,-73.954113,116,0,11,6,6,11,17,23,23,372.41379310344826,572.4137931034483,1172.4137931034484,11.0,6.0,0.0,10_15_pct,17.0,17.0,7531.0344827586205,1700.0,9231.03448275862
73867,Pee Wee Folks After School Center,SACC,11357,40.790127,-73.811672,40,0,4,2,2,4,6,8,8,700.0,900.0,1500.0,4.0,2.0,0.0,10_15_pct,6.0,6.0,4600.0,600.0,5200.0
848698,Concrete Safaris Inc.,SACC,10029,40.797481,-73.941356,72,0,7,3,4,7,10,14,14,477.77777777777777,677.7777777777778,1277.7777777777778,7.0,-0.0,-0.0,0_10_pct,7.0,7.0,3344.4444444444443,700.0,4044.4444444444443
388170,Goddard Riverside Community Center @Beacon MS 118,SACC,10025,40.791538,-73.970764,139,0,13,7,7,13,20,27,27,343.8848920863309,543.884892086331,1143.8848920863309,13.0,-0.0,-0.0,0_10_pct,13.0,13.0,4470.503597122302,1300.0,5770.503597122302
878191,"The Child Center of NY, Inc.",SACC,11693,40.589589,-73.805555,71,0,7,3,4,7,10,14,14,481.6901408450704,681.6901408450705,1281.6901408450703,7.0,-0.0,-0.0,0_10_pct,7.0,7.0,3371.830985915493,700.0,4071.830985915493
854348,New York Junior Tennis and Learning,SACC,10472,40.82941,-73.850256,160,0,16,8,8,16,24,32,32,325.0,525.0,1125.0,16.0,-0.0,-0.0,0_10_pct,16.0,16.0,5200.0,1600.0,6800.0
809965,"New York Edge, Inc.",SACC,10456,40.822076,-73.907219,120,0,12,6,6,12,18,24,24,366.6666666666667,566.6666666666666,1166.6666666666667,12.0,-0.0,-0.0,0_10_pct,12.0,12.0,4400.0,1200.0,5600.0
163763,Southern Queens Park NY Beacon School,SACC,11433,40.697083,-73.78693,159,0,15,8,8,15,23,31,31,325.7861635220126,525.7861635220125,1125.7861635220129,15.0,8.0,0.0,10_15_pct,23.0,23.0,9093.08176100629,2300.0,11393.08176100629
283041,"ZMI Foundation, Inc",SACC,11412,40.691137,-73.763727,102,0,10,5,5,10,15,20,20,396.078431372549,596.0784313725491,1196.078431372549,10.0,5.0,0.0,10_15_pct,15.0,15.0,6941.176470588235,1500.0,8441.176470588234
839196,Manhattan College,SACC,10463,40.880758,-73.907119,200,0,20,10,10,20,30,40,40,300.0,500.0,1100.0,20.0,10.0,-0.0,10_15_pct,30.0,30.0,11000.0,3000.0,14000.0
331165,"United Activities Unlimited, Inc.",SACC,10306,40.577011,-74.100576,170,0,17,8,9,17,25,34,34,317.6470588235294,517.6470588235294,1117.6470588235295,17.0,-0.0,-0.0,0_10_pct,17.0,17.0,5400.0,1700.0,7100.0
73215,Hebrew Educational Society,SACC,11236,40.632637,-73.891053,281,0,28,14,14,28,42,56,56,271.1743772241993,471.1743772241993,1071.1743772241994,28.0,-0.0,-0.0,0_10_pct,28.0,28.0,7592.88256227758,2800.0,10392.88256227758
799212,"The Kingsbridge Heights Community Center,  Inc.",SACC,10468,40.870672,-73.897589,97,0,9,5,5,9,14,19,19,406.1855670103093,606.1855670103092,1206.1855670103091,9.0,5.0,-0.0,10_15_pct,14.0,14.0,6686.597938144329,1400.0,8086.597938144329
122317,YMCA of Greater NY @Staten Island Virtual Y PS 57,SACC,10304,40.611384,-74.083373,248,0,24,13,12,24,37,49,49,280.64516129032256,480.64516129032256,1080.645161290323,24.0,-0.0,-0.0,0_10_pct,24.0,24.0,6735.4838709677415,2400.0,9135.483870967742
864867,InnovateEDU Inc,SACC,11201,40.70034,-73.987477,400,0,40,20,20,40,60,80,80,250.0,450.0,1050.0,40.0,-0.0,-0.0,0_10_pct,40.0,40.0,10000.0,4000.0,14000.0
748394,"The Child Center Of NY, INC",SACC,11413,40.686119,-73.75724,296,0,29,15,15,29,44,59,59,267.56756756756755,467.5675675675675,1067.5675675675675,29.0,15.0,15.0,15_20_pct,59.0,59.0,30786.486486486487,5900.0,36686.48648648649
833094,"Kids Orbit, Inc. @ PS 139",SACC,11226,40.641065,-73.965579,55,0,5,3,3,5,8,11,11,563.6363636363636,763.6363636363636,1363.6363636363635,5.0,3.0,0.0,10_15_pct,8.0,8.0,5109.090909090909,800.0,5909.090909090909
634462,GRYC @ PS91 After School Program,SACC,11385,40.703701,-73.884122,239,0,23,12,12,23,35,47,47,283.68200836820085,483.68200836820085,1083.6820083682007,23.0,-0.0,-0.0,0_10_pct,23.0,23.0,6524.68619246862,2300.0,8824.68619246862
682181,University Settlement Society of New York- PS 133,SACC,11217,40.680293,-73.98047,193,0,19,9,10,19,28,38,38,303.6269430051814,503.6269430051814,1103.6269430051814,19.0,-0.0,-0.0,0_10_pct,19.0,19.0,5768.911917098446,1900.0,7668.911917098446
616251,NEW YORK CITY MISSION SOCIETY,SACC,10468,40.861666,-73.901632,155,0,15,8,8,15,23,31,31,329.03225806451616,529.0322580645161,1129.032258064516,15.0,8.0,0.0,10_15_pct,23.0,23.0,9167.741935483871,2300.0,11467.741935483871
709901,"Harlem Children's Zone, Inc. Promise Academy 1 After School",SACC,10027,40.812147,-73.947593,443,0,44,22,22,44,66,88,88,245.14672686230247,445.1467268623025,1045.1467268623026,44.0,22.0,0.0,10_15_pct,66.0,66.0,20579.683972911964,6600.0,27179.683972911964
751979,"MaspethTown Hall, Inc. @St. Sebastian School",SACC,11377,40.74613,-73.906347,91,0,9,4,5,9,13,18,18,419.7802197802198,619.7802197802198,1219.7802197802198,9.0,-0.0,-0.0,0_10_pct,9.0,9.0,3778.021978021978,900.0,4678.021978021978
874735,"Center for Family Life in Sunset Park, Inc.",SACC,11220,40.643721,-74.008394,318,0,31,16,16,31,47,63,63,262.8930817610063,462.8930817610063,1062.8930817610062,31.0,16.0,0.0,10_15_pct,47.0,47.0,15555.974842767295,4700.0,20255.974842767297
381273,"United Activities Unlimited, Inc.",SACC,10302,40.636731,-74.132574,120,0,12,6,6,12,18,24,24,366.6666666666667,566.6666666666666,1166.6666666666667,12.0,6.0,6.0,15_20_pct,24.0,24.0,14800.0,2400.0,17200.0
709925,Entertainment Careers After-School Program @ IS 192,SACC,11412,40.705631,-73.753041,192,0,19,9,10,19,28,38,38,304.1666666666667,504.1666666666667,1104.1666666666667,19.0,9.0,10.0,15_20_pct,38.0,38.0,21358.333333333336,3800.0,25158.333333333336
801061,"Lefrak City Youth and Adult Activities Associates, Inc.",SACC,11368,40.735865,-73.86753,170,0,17,8,9,17,25,34,34,317.6470588235294,517.6470588235294,1117.6470588235295,17.0,8.0,0.0,10_15_pct,25.0,25.0,9541.176470588234,2500.0,12041.176470588234
670531,Abundant Waters @ PS 51,SACC,10036,40.761578,-73.995677,249,0,24,13,12,24,37,49,49,280.3212851405622,480.3212851405622,1080.3212851405622,23.0,-0.0,-0.0,0_10_pct,23.0,23.0,6447.389558232931,2300.0,8747.389558232931
685435,"United Activities Unlimited, Inc.",SACC,10306,40.586969,-74.101186,66,0,6,3,4,6,9,13,13,503.030303030303,703.030303030303,1303.030303030303,1.0,-0.0,-0.0,0_10_pct,1.0,1.0,503.030303030303,100.0,603.030303030303
244592,MCKINLEY COMMUNITY CENTER OST A.S.P.,SACC,10456,40.821363,-73.90431,80,0,8,4,4,8,12,16,16,450.0,650.0,1250.0,8.0,-0.0,-0.0,0_10_pct,8.0,8.0,3600.0,800.0,4400.0
709845,"NIA  Community Service Network, Inc-PS:192",SACC,11204,40.629057,-73.979958,173,0,17,8,9,17,25,34,34,315.60693641618496,515.606936416185,1115.606936416185,17.0,8.0,-0.0,10_15_pct,25.0,25.0,9490.173410404625,2500.0,11990.173410404625
623895,Samuel Field Y @PS21,SACC,11354,40.774344,-73.817932,160,0,16,8,8,16,24,32,32,325.0,525.0,1125.0,16.0,8.0,-0.0,10_15_pct,24.0,24.0,9400.0,2400.0,11800.0
802785,"NEW YORK JUNIOR TENNIS LEAGUE, INC.",SACC,10457,40.848637,-73.888835,220,0,22,11,11,22,33,44,44,290.90909090909093,490.90909090909093,1090.909090909091,22.0,-0.0,-0.0,0_10_pct,22.0,22.0,6400.000000000001,2200.0,8600.0
258589,"New York Edge, Inc.",SACC,10459,40.83147,-73.894655,257,0,25,13,13,25,38,51,51,277.82101167315176,477.82101167315176,1077.8210116731518,25.0,13.0,0.0,10_15_pct,38.0,38.0,13157.198443579768,3800.0,16957.198443579768
561308,GRYC @ PS/IS 128,SACC,11379,40.71521,-73.886188,316,0,31,16,16,31,47,63,63,263.2911392405063,463.2911392405063,1063.2911392405065,31.0,16.0,-0.0,10_15_pct,47.0,47.0,15574.683544303796,4700.0,20274.683544303796
338319,"MASPETH  TOWN HALL, INC.",SACC,11377,40.742355,-73.892976,480,0,48,24,24,48,72,96,96,241.66666666666663,441.6666666666667,1041.6666666666667,48.0,-0.0,-0.0,0_10_pct,48.0,48.0,11599.999999999998,4800.0,16400.0
73952,CYPRESS HILLS  LOCAL DEVELOPEMENT CORP.,SACC,11208,40.67713,-73.883617,671,0,67,33,34,67,100,134,134,229.80625931445604,429.806259314456,1029.806259314456,67.0,33.0,0.0,10_15_pct,100.0,100.0,29580.625931445604,10000.0,39580.625931445604
522837,Millennium Dev.@Bayview Comm Center,SACC,11236,40.63231,-73.884981,80,0,8,4,4,8,12,16,16,450.0,650.0,1250.0,8.0,-0.0,-0.0,0_10_pct,8.0,8.0,3600.0,800.0,4400.0
210123,Queens Community House Beacon @ JHS 190,SACC,11375,40.723101,-73.85178,228,0,22,12,11,22,34,45,45,287.719298245614,487.719298245614,1087.719298245614,22.0,-0.0,-0.0,0_10_pct,22.0,22.0,6329.824561403509,2200.0,8529.824561403508
875115,Chinese-American Parents Association Inc.,SACC,11355,40.754658,-73.82629,136,0,13,7,7,13,20,27,27,347.05882352941177,547.0588235294117,1147.0588235294117,13.0,-0.0,-0.0,0_10_pct,13.0,13.0,4511.764705882353,1300.0,5811.764705882353
820372,Grand Street Settlement @ Rutgers Community Center,SACC,10002,40.712331,-73.990589,110,0,11,5,6,11,16,22,22,381.8181818181818,581.8181818181819,1181.8181818181818,11.0,5.0,0.0,10_15_pct,16.0,16.0,7109.09090909091,1600.0,8709.09090909091
800708,BPA of NY INC. @PS.130Q,SACC,11361,40.759807,-73.783791,140,0,14,7,7,14,21,28,28,342.85714285714283,542.8571428571429,1142.857142857143,14.0,7.0,0.0,10_15_pct,21.0,21.0,8600.0,2100.0,10700.0
244575,Woodside On The Move After School Program PS 11,SACC,11377,40.745423,-73.908843,309,0,30,16,15,30,46,61,61,264.72491909385116,464.7249190938512,1064.7249190938512,30.0,-0.0,-0.0,0_10_pct,30.0,30.0,7941.747572815535,3000.0,10941.747572815535
73374,YMCA Prospect Pk Virtual Y @ PS 200,SACC,11214,40.603011,-74.001506,309,0,30,16,15,30,46,61,61,264.72491909385116,464.7249190938512,1064.7249190938512,30.0,5.0,-0.0,10_15_pct,35.0,35.0,10265.37216828479,3500.0,13765.37216828479
73286,"New York Edge, Inc.",SACC,11233,40.680132,-73.921957,300,0,30,15,15,30,45,60,60,266.6666666666667,466.6666666666667,1066.6666666666667,30.0,15.0,-0.0,10_15_pct,45.0,45.0,15000.0,4500.0,19500.0
709798,"Purelements: An Evolution in Dance, Inc-Lenox Academy",SACC,11236,40.645573,-73.898156,230,0,23,11,12,23,34,46,46,286.95652173913044,486.9565217391304,1086.9565217391305,23.0,-0.0,-0.0,0_10_pct,23.0,23.0,6600.0,2300.0,8900.0
751001,Inwood Community Services @MS 366,SACC,10034,40.865466,-73.921327,388,0,38,20,19,38,58,77,77,251.5463917525773,451.54639175257734,1051.5463917525774,38.0,-0.0,-0.0,0_10_pct,38.0,38.0,9558.762886597937,3800.0,13358.762886597937
395148,SQPA @ Lorriane Hansberry PS 118,SACC,11412,40.70346,-73.765627,99,0,9,5,5,9,14,19,19,402.020202020202,602.020202020202,1202.020202020202,9.0,5.0,0.0,10_15_pct,14.0,14.0,6628.282828282828,1400.0,8028.282828282828
565394,"Samuel Field YM & YWHA, Inc @ PS 165",SACC,11367,40.729537,-73.818096,278,0,27,14,14,27,41,55,55,271.9424460431655,471.9424460431655,1071.9424460431655,27.0,-0.0,-0.0,0_10_pct,27.0,27.0,7342.446043165468,2700.0,10042.446043165468
479609,Great Expectations Holding Corp.,SACC,11379,40.715517,-73.872183,80,0,8,4,4,8,12,16,16,450.0,650.0,1250.0,8.0,2.0,0.0,10_15_pct,10.0,10.0,4900.0,1000.0,5900.0
231977,"New York Edge, Inc.",SACC,11212,40.657949,-73.920274,153,0,15,7,8,15,22,30,30,330.718954248366,530.718954248366,1130.718954248366,15.0,7.0,-0.0,10_15_pct,22.0,22.0,8675.816993464052,2200.0,10875.816993464052
440175,Grand Street Settlement @ Bushwick Comm Ctr,SACC,11206,40.703446,-73.940545,115,0,11,6,6,11,17,23,23,373.9130434782609,573.9130434782609,1173.9130434782608,11.0,-0.0,-0.0,0_10_pct,11.0,11.0,4113.04347826087,1100.0,5213.04347826087
749622,"Federation of Italian-American Organization of Brooklyn, Ltd.",SACC,11204,40.615795,-73.979648,120,0,12,6,6,12,18,24,24,366.6666666666667,566.6666666666666,1166.6666666666667,12.0,2.0,-0.0,10_15_pct,14.0,14.0,5533.333333333333,1400.0,6933.333333333333
73856,Congregation Beth Elohim,SACC,11215,40.670881,-73.974341,175,0,17,9,9,17,26,35,35,314.2857142857143,514.2857142857143,1114.2857142857142,17.0,-0.0,-0.0,0_10_pct,17.0,17.0,5342.857142857143,1700.0,7042.857142857143
331798,"Jewish Community Center of Staten Island, Incorporated",SACC,10314,40.594727,-74.126201,155,0,15,8,8,15,23,31,31,329.03225806451616,529.0322580645161,1129.032258064516,15.0,-0.0,-0.0,0_10_pct,15.0,15.0,4935.483870967742,1500.0,6435.483870967742
870836,"Partnership with Children, Inc.",SACC,10030,40.821532,-73.941284,180,0,18,9,9,18,27,36,36,311.1111111111111,511.1111111111111,1111.111111111111,18.0,-0.0,-0.0,0_10_pct,18.0,18.0,5600.0,1800.0,7400.0
142743,Police Athletic League  Wynn Center,SACC,11216,40.686727,-73.946995,140,0,14,7,7,14,21,28,28,342.85714285714283,542.8571428571429,1142.857142857143,10.0,-0.0,-0.0,0_10_pct,10.0,10.0,3428.5714285714284,1000.0,4428.571428571428
790100,"The Child Center of NY, Inc.",SACC,11368,40.745814,-73.865429,131,0,13,6,7,13,19,26,26,352.67175572519085,552.6717557251908,1152.671755725191,13.0,6.0,0.0,10_15_pct,19.0,19.0,7900.763358778626,1900.0,9800.763358778626
689292,Research Foundation CUNY @ Tilden Houses Cornerstone,SACC,11212,40.66347,-73.905599,60,0,6,3,3,6,9,12,12,533.3333333333334,733.3333333333334,1333.3333333333333,6.0,-0.0,-0.0,0_10_pct,6.0,6.0,3200.0,600.0,3800.0
728352,"YMCA of Greater New York, Inc. @ PS 165",SACC,10025,40.802881,-73.965861,280,0,28,14,14,28,42,56,56,271.42857142857144,471.42857142857144,1071.428571428571,28.0,-0.0,-0.0,0_10_pct,28.0,28.0,7600.0,2800.0,10400.0
299760,BCA A S P @ PS 105,SACC,11219,40.633035,-74.003627,216,0,21,11,11,21,32,43,43,292.5925925925926,492.5925925925926,1092.5925925925926,18.0,-0.0,-0.0,0_10_pct,18.0,18.0,5266.666666666667,1800.0,7066.666666666667
376473,"Fresh Youth Initiatives, Inc.",SACC,10032,40.841989,-73.935855,65,0,6,3,4,6,9,13,13,507.6923076923077,707.6923076923077,1307.6923076923076,6.0,3.0,0.0,10_15_pct,9.0,9.0,5169.2307692307695,900.0,6069.2307692307695
709654,"HARRIMAN SUMMER CAMP, S-11, INC @ PS 183",SACC,11693,40.589589,-73.805555,102,0,10,5,5,10,15,20,20,396.078431372549,596.0784313725491,1196.078431372549,10.0,5.0,-0.0,10_15_pct,15.0,15.0,6941.176470588235,1500.0,8441.176470588234
218172,Grand Street Settlement @Beacon JHS 25,SACC,10002,40.720527,-73.985777,217,0,21,11,11,21,32,43,43,292.1658986175115,492.1658986175115,1092.1658986175116,21.0,11.0,0.0,10_15_pct,32.0,32.0,11549.308755760369,3200.0,14749.308755760369
245923,Friends of Crown Heights @ PS 22,SACC,11238,40.676947,-73.960335,145,0,14,7,8,14,21,29,29,337.9310344827586,537.9310344827586,1137.9310344827586,14.0,-0.0,-0.0,0_10_pct,14.0,14.0,4731.0344827586205,1400.0,6131.0344827586205
778450,Riis Academy Advantage @ PS 76Q,SACC,11101,40.760633,-73.941422,117,0,11,6,6,11,17,23,23,370.94017094017096,570.9401709401709,1170.940170940171,6.0,-0.0,-0.0,0_10_pct,6.0,6.0,2225.641025641026,600.0,2825.641025641026
806489,Team First Inc.,SACC,10472,40.828665,-73.856861,140,0,14,7,7,14,21,28,28,342.85714285714283,542.8571428571429,1142.857142857143,14.0,-0.0,-0.0,0_10_pct,14.0,14.0,4800.0,1400.0,6200.0
689584,Hanac Astoria Cornerstone,SACC,11102,40.773257,-73.933727,104,0,10,5,5,10,15,20,20,392.3076923076923,592.3076923076923,1192.3076923076924,10.0,5.0,0.0,10_15_pct,15.0,15.0,6884.615384615385,1500.0,8384.615384615385
637483,"Directions for Our Youth,  Inc.",SACC,10453,40.850187,-73.915445,464,0,46,23,23,46,69,92,92,243.1034482758621,443.1034482758621,1043.103448275862,46.0,23.0,-0.0,10_15_pct,69.0,69.0,21374.137931034486,6900.0,28274.137931034486
741992,"Manhattan Youth Recreation and Resources, Inc.",SACC,10024,40.780585,-73.976682,120,0,12,6,6,12,18,24,24,366.6666666666667,566.6666666666666,1166.6666666666667,12.0,-0.0,-0.0,0_10_pct,12.0,12.0,4400.0,1200.0,5600.0
742505,COMPASS@ PS.193,SACC,11210,40.621696,-73.950245,165,0,16,8,9,16,24,33,33,321.2121212121212,521.2121212121212,1121.2121212121212,12.0,-0.0,-0.0,0_10_pct,12.0,12.0,3854.545454545454,1200.0,5054.545454545454
718893,Bergen Basin @ Fillmore Academy,SACC,11234,40.61364,-73.930109,304,0,30,15,15,30,45,60,60,265.7894736842105,465.7894736842105,1065.7894736842106,30.0,4.0,0.0,10_15_pct,34.0,34.0,9836.842105263158,3400.0,13236.842105263158
711312,University Settlement Society of New York,SACC,10009,40.727803,-73.975886,80,0,8,4,4,8,12,16,16,450.0,650.0,1250.0,8.0,0.0,0.0,0_10_pct,8.0,8.0,3600.0,800.0,4400.0
73121,Edith & Carl Marks Jewish Comm. House of BHRS,SACC,11214,40.606261,-73.989607,293,0,29,14,15,29,43,58,58,268.259385665529,468.259385665529,1068.259385665529,29.0,-0.0,-0.0,0_10_pct,29.0,29.0,7779.522184300341,2900.0,10679.522184300342
754099,St. Nicks Alliance Corp-PS:147,SACC,11206,40.704764,-73.939004,127,0,12,7,6,12,19,25,25,357.4803149606299,557.4803149606299,1157.4803149606298,12.0,-0.0,-0.0,0_10_pct,12.0,12.0,4289.763779527559,1200.0,5489.763779527559
251771,MMCC BEACON 142,SACC,10466,40.886035,-73.840575,260,0,26,13,13,26,39,52,52,276.9230769230769,476.9230769230769,1076.923076923077,26.0,13.0,-0.0,10_15_pct,39.0,39.0,13400.0,3900.0,17300.0
607764,CAMBA @ P.S. 114,SACC,11236,40.642506,-73.908114,110,0,11,5,6,11,16,22,22,381.8181818181818,581.8181818181819,1181.8181818181818,11.0,-0.0,-0.0,0_10_pct,11.0,11.0,4200.0,1100.0,5300.0
684304,Good Shepherd Monterey Cornerstone,SACC,10457,40.85026,-73.892479,80,0,8,4,4,8,12,16,16,450.0,650.0,1250.0,8.0,-0.0,-0.0,0_10_pct,8.0,8.0,3600.0,800.0,4400.0
339614,"Direction For Our Youth, Inc., @ PS-072",SACC,10465,40.822887,-73.818,247,0,24,13,12,24,37,49,49,280.97165991902835,480.9716599190283,1080.9716599190283,24.0,13.0,-0.0,10_15_pct,37.0,37.0,12995.95141700405,3700.0,16695.95141700405
342045,St. Nicks Alliance Corp.,SACC,11211,40.712537,-73.96217,183,0,18,9,9,18,27,36,36,309.2896174863388,509.2896174863388,1109.2896174863388,18.0,-0.0,-0.0,0_10_pct,18.0,18.0,5567.213114754099,1800.0,7367.213114754099
101512,THE EDUCATIONAL ALLIANCE @PS 142,SACC,10002,40.718498,-73.984215,188,0,18,10,9,18,28,37,37,306.3829787234043,506.3829787234043,1106.3829787234042,18.0,10.0,0.0,10_15_pct,28.0,28.0,10578.723404255321,2800.0,13378.723404255321
709759,"United Activities Unlimited, Inc. @ IS 24",SACC,10308,40.545902,-74.145897,144,0,14,7,7,14,21,28,28,338.8888888888889,538.8888888888889,1138.888888888889,14.0,7.0,0.0,10_15_pct,21.0,21.0,8516.666666666668,2100.0,10616.666666666668
830653,Queens Community House,SACC,11372,40.75406,-73.887183,196,0,19,10,10,19,29,39,39,302.0408163265306,502.0408163265306,1102.0408163265306,19.0,-0.0,-0.0,0_10_pct,19.0,19.0,5738.775510204081,1900.0,7638.775510204081
774426,Grand Street Settlement @ PS 158,SACC,11207,40.672553,-73.884924,219,0,21,11,11,21,32,43,43,291.324200913242,491.324200913242,1091.324200913242,21.0,11.0,-0.0,10_15_pct,32.0,32.0,11522.374429223744,3200.0,14722.374429223744
843618,Coalition For Hispanic Family Services @ PS 7,SACC,11373,40.739241,-73.882521,324,0,32,16,16,32,48,64,64,261.7283950617284,461.7283950617284,1061.7283950617284,32.0,16.0,-0.0,10_15_pct,48.0,48.0,15762.962962962964,4800.0,20562.962962962964
